Epoch 1, Loss G:  1.5783,Loss D: -0.0318
Epoch 69, Loss G:  0.0395,Loss D:  0.0637
Epoch 70, Loss G:  0.1287,Loss D:  0.0412
Epoch 71, Loss G:  0.2745,Loss D: -0.2755
Epoch 72, Loss G:  0.3694,Loss D: -0.2828
Epoch 73, Loss G:  0.3388,Loss D: -0.0363
Epoch 74, Loss G:  0.4932,Loss D:  0.3272
Epoch 75, Loss G:  0.5255,Loss D:  0.0744
Epoch 76, Loss G:  0.2726,Loss D: -0.0220
Epoch 77, Loss G:  0.3173,Loss D: -0.0101
Epoch 78, Loss G:  0.2279,Loss D: -0.0120
Epoch 79, Loss G:  0.2328,Loss D:  0.4017
Epoch 80, Loss G:  0.1356,Loss D: -0.1050
Epoch 81, Loss G:  0.0084,Loss D:  0.2413
Epoch 82, Loss G: -0.1970,Loss D:  0.4265
Epoch 83, Loss G: -0.2756,Loss D:  0.1836
Epoch 84, Loss G: -0.2840,Loss D:  0.3028
Epoch 85, Loss G: -0.2335,Loss D:  0.3496
Epoch 86, Loss G: -0.2641,Loss D:  0.1344
Epoch 87, Loss G: -0.3723,Loss D:  0.2764
Epoch 88, Loss G: -0.3390,Loss D: -0.0708
Epoch 89, Loss G: -0.2727,Loss D:  0.1726
Epoch 90, Loss G: -0.2396,Loss D:  0.4852
Epoch 91, Loss G: -0.3397,Loss D:  0.0411
Epoch 92, Loss G: -0.1721,Loss D: -0.0003
Epoch 93, Loss G: -0.1262,Loss D: -0.3075
Epoch 94, Loss G: -0.0158,Loss D: -0.4489
Epoch 95, Loss G: -0.2662,Loss D: -0.0238
Epoch 96, Loss G:  0.0027,Loss D: -0.1915
Epoch 97, Loss G: -0.1919,Loss D: -0.2651
Epoch 98, Loss G:  0.2474,Loss D: -0.0764
Epoch 99, Loss G: -0.0375,Loss D:  0.0564
Epoch 100, Loss G:  0.1511,Loss D: -0.6340
Epoch 101, Loss G:  0.1495,Loss D: -0.2612
Epoch 102, Loss G:  0.1381,Loss D: -0.0582
Epoch 103, Loss G: -0.0518,Loss D:  0.1088
Epoch 104, Loss G: -0.2236,Loss D: -0.3596
Epoch 105, Loss G: -0.4134,Loss D:  0.2164
Epoch 106, Loss G: -0.6750,Loss D:  0.3407
Epoch 107, Loss G: -0.4491,Loss D:  0.4793
Epoch 108, Loss G: -0.8480,Loss D:  0.2696
Epoch 109, Loss G: -0.7064,Loss D:  0.4670
Epoch 110, Loss G: -0.8557,Loss D:  0.5023
Epoch 111, Loss G: -0.9688,Loss D:  0.6465
Epoch 112, Loss G: -1.0970,Loss D:  0.3990
Epoch 113, Loss G: -1.4167,Loss D:  0.7780
Epoch 114, Loss G: -1.1897,Loss D:  0.5924
Epoch 115, Loss G: -1.3364,Loss D:  0.7256
Epoch 116, Loss G: -1.1985,Loss D:  0.5370
Epoch 117, Loss G: -1.2664,Loss D:  0.4467
Epoch 118, Loss G: -1.4175,Loss D:  0.3086
Epoch 119, Loss G: -1.2441,Loss D:  0.0808
Epoch 120, Loss G: -1.2793,Loss D:  0.1311
Epoch 121, Loss G: -1.0890,Loss D: -0.3014
Epoch 122, Loss G: -1.1365,Loss D: -0.1888
Epoch 123, Loss G: -1.3328,Loss D: -0.3028
Epoch 124, Loss G: -1.2435,Loss D: -0.3736
Epoch 125, Loss G: -0.9727,Loss D: -0.2001
Epoch 126, Loss G: -0.8058,Loss D: -0.3005
Epoch 127, Loss G: -0.8597,Loss D: -0.3196
Epoch 128, Loss G: -0.9981,Loss D: -0.5065
Epoch 129, Loss G: -0.9288,Loss D: -0.2717
Epoch 130, Loss G: -0.9499,Loss D: -0.4150
Epoch 131, Loss G: -1.0374,Loss D: -0.3436
Epoch 132, Loss G: -1.1146,Loss D: -0.1859
Epoch 133, Loss G: -1.0527,Loss D:  0.0529
Epoch 134, Loss G: -1.3817,Loss D:  0.0242
Epoch 135, Loss G: -1.3776,Loss D:  0.4689
Epoch 136, Loss G: -1.4192,Loss D:  0.2989
Epoch 137, Loss G: -1.7311,Loss D:  0.4174
Epoch 138, Loss G: -1.7284,Loss D:  0.7210
Epoch 139, Loss G: -2.0636,Loss D:  0.6987
Epoch 140, Loss G: -1.9077,Loss D:  0.9006
Epoch 141, Loss G: -1.7875,Loss D:  0.1856
Epoch 142, Loss G: -1.7274,Loss D:  0.6130
Epoch 143, Loss G: -1.8165,Loss D:  0.8723
Epoch 144, Loss G: -1.4659,Loss D:  0.3528
Epoch 145, Loss G: -1.5937,Loss D:  0.2040
Epoch 146, Loss G: -1.6680,Loss D:  0.1961
Epoch 147, Loss G: -1.3607,Loss D: -0.3376
Epoch 148, Loss G: -1.0860,Loss D: -0.0849
Epoch 149, Loss G: -0.9109,Loss D: -0.2598
Epoch 150, Loss G: -1.1390,Loss D: -0.4687
Epoch 151, Loss G: -0.6244,Loss D: -0.3630
Epoch 152, Loss G: -0.6535,Loss D: -0.5007
Epoch 153, Loss G: -0.4402,Loss D: -0.8562
Epoch 154, Loss G: -0.8396,Loss D: -0.3365
Epoch 155, Loss G: -0.6872,Loss D: -0.5014
Epoch 156, Loss G: -0.9098,Loss D: -0.2617
Epoch 157, Loss G: -1.1171,Loss D: -0.2248
Epoch 158, Loss G: -1.4071,Loss D:  0.1797
Epoch 159, Loss G: -1.3625,Loss D:  0.2962
Epoch 160, Loss G: -1.6618,Loss D:  0.2483
Epoch 161, Loss G: -1.7029,Loss D:  0.4923
Epoch 162, Loss G: -1.8943,Loss D:  0.6847
Epoch 163, Loss G: -2.1871,Loss D:  0.8256
Epoch 164, Loss G: -2.0019,Loss D:  0.6694
Epoch 165, Loss G: -1.9338,Loss D:  0.5141
Epoch 166, Loss G: -2.1336,Loss D:  0.5030
Epoch 167, Loss G: -1.7215,Loss D:  0.2893
Epoch 168, Loss G: -1.7680,Loss D:  0.0590
Epoch 169, Loss G: -1.5288,Loss D:  0.1576
Epoch 170, Loss G: -1.3623,Loss D: -0.1026
Epoch 171, Loss G: -1.2477,Loss D: -0.2099
Epoch 172, Loss G: -0.8464,Loss D: -0.6802
Epoch 173, Loss G: -0.9548,Loss D: -0.5583
Epoch 174, Loss G: -0.7544,Loss D: -0.8557
Epoch 175, Loss G: -0.5232,Loss D: -0.7780
Epoch 176, Loss G: -0.7576,Loss D: -0.7352
Epoch 177, Loss G: -0.7449,Loss D: -0.5501
Epoch 178, Loss G: -1.2310,Loss D: -0.8448
Epoch 179, Loss G: -1.0865,Loss D: -0.5506
Epoch 180, Loss G: -1.4016,Loss D: -0.4259
Epoch 181, Loss G: -1.4667,Loss D: -0.1682
Epoch 182, Loss G: -1.6372,Loss D:  0.1894
Epoch 183, Loss G: -2.0429,Loss D:  0.8003
Epoch 184, Loss G: -1.7566,Loss D:  0.6745
Epoch 185, Loss G: -1.9366,Loss D:  0.8296
Epoch 186, Loss G: -1.8556,Loss D:  0.4518
Epoch 187, Loss G: -1.8984,Loss D:  0.3862
Epoch 188, Loss G: -1.4255,Loss D:  0.1003
Epoch 189, Loss G: -1.2052,Loss D: -0.1453
Epoch 190, Loss G: -1.5535,Loss D: -0.0429
Epoch 191, Loss G: -1.2218,Loss D: -0.0630
Epoch 192, Loss G: -1.1899,Loss D: -0.2216
Epoch 193, Loss G: -1.4176,Loss D: -0.2155
Epoch 194, Loss G: -1.1966,Loss D: -0.3730
Epoch 195, Loss G: -1.6851,Loss D:  0.0111
Epoch 196, Loss G: -1.3243,Loss D:  0.0344
Epoch 197, Loss G: -1.5822,Loss D:  0.1392
Epoch 198, Loss G: -1.5955,Loss D:  0.1581
Epoch 199, Loss G: -2.1702,Loss D:  0.3131
Epoch 200, Loss G: -2.1143,Loss D:  0.3430
Epoch 201, Loss G: -2.0492,Loss D:  0.4553
Epoch 202, Loss G: -2.2767,Loss D:  0.1387
Epoch 203, Loss G: -2.2184,Loss D:  0.1648
Epoch 204, Loss G: -2.3320,Loss D: -0.2579
Epoch 205, Loss G: -2.2636,Loss D: -0.2294
Epoch 206, Loss G: -2.4769,Loss D: -0.0698
Epoch 207, Loss G: -2.8468,Loss D: -0.1027
Epoch 208, Loss G: -2.7791,Loss D:  0.0308
Epoch 209, Loss G: -2.7390,Loss D: -0.1345
Epoch 210, Loss G: -3.1232,Loss D: -0.0097
Epoch 211, Loss G: -2.8384,Loss D: -0.1674
Epoch 212, Loss G: -2.8440,Loss D: -0.0597
Epoch 213, Loss G: -3.1636,Loss D:  0.0571
Epoch 214, Loss G: -3.5376,Loss D: -0.0273
Epoch 215, Loss G: -3.5135,Loss D:  0.1741
Epoch 216, Loss G: -3.4463,Loss D:  0.2708
Epoch 217, Loss G: -3.4961,Loss D: -0.1832
Epoch 218, Loss G: -3.1664,Loss D: -0.0222
Epoch 219, Loss G: -3.5442,Loss D:  0.0172
Epoch 220, Loss G: -3.2544,Loss D: -0.5572
Epoch 221, Loss G: -3.4431,Loss D:  0.4695
Epoch 222, Loss G: -3.5222,Loss D: -0.2563
Epoch 223, Loss G: -3.6096,Loss D:  0.3946
Epoch 224, Loss G: -3.4624,Loss D: -0.3326
Epoch 225, Loss G: -3.8858,Loss D: -0.2616
Epoch 226, Loss G: -4.0181,Loss D: -0.3154
Epoch 227, Loss G: -3.6851,Loss D: -0.0762
Epoch 228, Loss G: -3.7340,Loss D: -0.4099
Epoch 229, Loss G: -3.6546,Loss D: -0.0788
Epoch 230, Loss G: -3.8598,Loss D: -0.3639
Epoch 231, Loss G: -4.1790,Loss D: -0.1910
Epoch 232, Loss G: -3.8295,Loss D:  0.1535
Epoch 233, Loss G: -3.9618,Loss D:  0.4236
Epoch 234, Loss G: -3.7334,Loss D: -0.3149
Epoch 235, Loss G: -3.6204,Loss D: -0.1879
Epoch 236, Loss G: -3.9114,Loss D:  0.3069
Epoch 237, Loss G: -3.5609,Loss D: -0.3941
Epoch 238, Loss G: -3.6857,Loss D: -0.1289
Epoch 239, Loss G: -3.6434,Loss D:  0.0848
Epoch 240, Loss G: -3.6569,Loss D:  0.1307
Epoch 241, Loss G: -3.4719,Loss D:  0.2061
Epoch 242, Loss G: -3.6190,Loss D:  0.2291
Epoch 243, Loss G: -3.8332,Loss D:  0.4378
Epoch 244, Loss G: -3.6056,Loss D:  0.1602
Epoch 245, Loss G: -3.6167,Loss D: -0.1613
Epoch 246, Loss G: -3.9213,Loss D: -0.4238
Epoch 247, Loss G: -3.5192,Loss D:  0.2479
Epoch 248, Loss G: -4.1012,Loss D: -0.1666
Epoch 249, Loss G: -3.6639,Loss D:  0.6551
Epoch 250, Loss G: -3.8534,Loss D:  0.3231
Epoch 251, Loss G: -3.8119,Loss D:  0.0163
Epoch 252, Loss G: -3.7247,Loss D:  0.3775
Epoch 253, Loss G: -3.9289,Loss D:  0.0958
Epoch 254, Loss G: -3.9293,Loss D:  0.4008
Epoch 255, Loss G: -3.9660,Loss D:  0.0712
Epoch 256, Loss G: -4.0044,Loss D:  0.2259
Epoch 257, Loss G: -3.8184,Loss D:  0.3878
Epoch 258, Loss G: -3.6449,Loss D:  0.1255
Epoch 259, Loss G: -3.7982,Loss D:  0.4213
Epoch 260, Loss G: -3.9834,Loss D:  0.0924
Epoch 261, Loss G: -4.0409,Loss D:  0.0957
Epoch 262, Loss G: -3.9378,Loss D: -0.0781
Epoch 263, Loss G: -3.7559,Loss D:  0.1855
Epoch 264, Loss G: -3.7602,Loss D:  0.0476
Epoch 265, Loss G: -3.4127,Loss D: -0.0273
Epoch 266, Loss G: -3.6534,Loss D: -0.0182
Epoch 267, Loss G: -3.2985,Loss D: -0.1075
Epoch 268, Loss G: -3.7941,Loss D: -0.3621
Epoch 269, Loss G: -3.5826,Loss D:  0.4065
Epoch 270, Loss G: -3.6173,Loss D: -0.4817
Epoch 271, Loss G: -3.7153,Loss D: -0.2152
Epoch 272, Loss G: -3.4212,Loss D: -0.1359
Epoch 273, Loss G: -3.7285,Loss D:  0.4055
Epoch 274, Loss G: -3.6499,Loss D:  0.2348
Epoch 275, Loss G: -3.8387,Loss D: -0.1399
Epoch 276, Loss G: -3.9495,Loss D:  0.5502
Epoch 277, Loss G: -4.0761,Loss D:  0.6319
Epoch 278, Loss G: -3.9493,Loss D:  0.3336
Epoch 279, Loss G: -4.1259,Loss D:  0.4178
Epoch 280, Loss G: -3.8344,Loss D:  0.1449
Epoch 281, Loss G: -3.9578,Loss D:  0.0382
Epoch 282, Loss G: -4.4145,Loss D:  0.2657
Epoch 283, Loss G: -4.0412,Loss D:  0.5468
Epoch 284, Loss G: -4.2012,Loss D: -0.0501
Epoch 285, Loss G: -4.0992,Loss D:  0.2026
Epoch 286, Loss G: -3.7179,Loss D: -0.0162
Epoch 287, Loss G: -3.5048,Loss D:  0.0673
Epoch 288, Loss G: -3.2669,Loss D: -0.5069
Epoch 289, Loss G: -3.7156,Loss D: -0.6724
Epoch 290, Loss G: -3.4996,Loss D: -0.2723
Epoch 291, Loss G: -3.7956,Loss D: -0.4058
Epoch 292, Loss G: -3.9993,Loss D: -0.3748
Epoch 293, Loss G: -3.4783,Loss D: -0.3103
Epoch 294, Loss G: -3.8511,Loss D: -0.6177
Epoch 295, Loss G: -3.8581,Loss D:  0.4369
Epoch 296, Loss G: -4.0471,Loss D: -0.2579
Epoch 297, Loss G: -4.1882,Loss D:  0.2022
Epoch 298, Loss G: -4.1618,Loss D: -0.0468
Epoch 299, Loss G: -4.3179,Loss D:  0.1606
Epoch 300, Loss G: -4.6302,Loss D: -0.0585
Epoch 301, Loss G: -4.6184,Loss D:  0.2076
Epoch 302, Loss G: -4.5780,Loss D: -0.3736
Epoch 303, Loss G: -4.3862,Loss D:  0.3784
Epoch 304, Loss G: -4.6501,Loss D:  0.3698
Epoch 305, Loss G: -4.2341,Loss D: -0.0401
Epoch 306, Loss G: -4.3286,Loss D:  0.3676
Epoch 307, Loss G: -4.4970,Loss D:  0.5666
Epoch 308, Loss G: -4.2009,Loss D: -0.0315
Epoch 309, Loss G: -4.0052,Loss D:  0.0091
Epoch 310, Loss G: -3.6624,Loss D:  0.3651
Epoch 311, Loss G: -3.5137,Loss D:  0.2954
Epoch 312, Loss G: -3.5051,Loss D:  0.3303
Epoch 313, Loss G: -3.2078,Loss D:  0.1235
Epoch 314, Loss G: -3.6308,Loss D: -0.4135
Epoch 315, Loss G: -3.5070,Loss D:  0.3104
Epoch 316, Loss G: -3.3307,Loss D:  0.3180
Epoch 317, Loss G: -3.1204,Loss D:  0.3776
Epoch 318, Loss G: -3.6019,Loss D:  0.0055
Epoch 319, Loss G: -3.9642,Loss D: -0.3433
Epoch 320, Loss G: -3.6520,Loss D:  0.4240
Epoch 321, Loss G: -3.2739,Loss D:  0.2727
Epoch 322, Loss G: -3.1347,Loss D:  0.1879
Epoch 323, Loss G: -3.3545,Loss D:  0.1978
Epoch 324, Loss G: -3.3541,Loss D:  0.1513
Epoch 325, Loss G: -3.4841,Loss D:  0.4412
Epoch 326, Loss G: -3.4836,Loss D:  0.1264
Epoch 327, Loss G: -3.5625,Loss D:  0.2277
Epoch 328, Loss G: -3.2022,Loss D: -0.1072
Epoch 329, Loss G: -3.3094,Loss D:  0.0129
Epoch 330, Loss G: -3.0359,Loss D: -0.1057
Epoch 331, Loss G: -3.2392,Loss D: -0.4975
Epoch 332, Loss G: -3.1327,Loss D: -0.0774
Epoch 333, Loss G: -3.1303,Loss D: -0.3159
Epoch 334, Loss G: -3.4432,Loss D: -0.4377
Epoch 335, Loss G: -3.1133,Loss D:  0.0569
Epoch 336, Loss G: -3.3744,Loss D: -0.1985
Epoch 337, Loss G: -3.7050,Loss D:  0.1968
Epoch 338, Loss G: -3.6005,Loss D: -0.5839
Epoch 339, Loss G: -3.7089,Loss D:  0.4170
Epoch 340, Loss G: -3.4311,Loss D:  0.2174
Epoch 341, Loss G: -3.6353,Loss D: -0.1348
Epoch 342, Loss G: -3.9243,Loss D:  0.0887
Epoch 343, Loss G: -4.2227,Loss D:  0.4032
Epoch 344, Loss G: -4.1624,Loss D:  0.0075
Epoch 345, Loss G: -4.0891,Loss D:  0.2770
Epoch 346, Loss G: -4.0614,Loss D: -0.1181
Epoch 347, Loss G: -4.1459,Loss D:  0.1205
Epoch 348, Loss G: -4.2755,Loss D:  0.0968
Epoch 349, Loss G: -4.0917,Loss D:  0.2952
Epoch 350, Loss G: -3.9846,Loss D:  0.3973
Epoch 351, Loss G: -3.9332,Loss D:  0.0577
Epoch 352, Loss G: -4.1908,Loss D: -0.0175
Epoch 353, Loss G: -4.1221,Loss D: -0.3976
Epoch 354, Loss G: -3.9482,Loss D: -0.0114
Epoch 355, Loss G: -4.1332,Loss D:  0.2977
Epoch 356, Loss G: -4.0054,Loss D:  0.2491
Epoch 357, Loss G: -4.1090,Loss D:  0.5709
Epoch 358, Loss G: -4.2067,Loss D: -0.3754
Epoch 359, Loss G: -4.1219,Loss D: -0.1577
Epoch 360, Loss G: -4.5240,Loss D:  0.2453
Epoch 361, Loss G: -4.5131,Loss D: -0.0061
Epoch 362, Loss G: -4.4215,Loss D:  0.1503
Epoch 363, Loss G: -4.7445,Loss D:  0.4185
Epoch 364, Loss G: -4.5512,Loss D:  0.4271
Epoch 365, Loss G: -4.3705,Loss D: -0.4164
Epoch 366, Loss G: -4.8903,Loss D:  0.5152
Epoch 367, Loss G: -4.2157,Loss D:  0.5016
Epoch 368, Loss G: -4.4468,Loss D:  0.0652
Epoch 369, Loss G: -4.2893,Loss D: -0.2174
Epoch 370, Loss G: -4.3438,Loss D: -0.3576
Epoch 371, Loss G: -4.1162,Loss D: -0.1726
Epoch 372, Loss G: -4.2633,Loss D: -0.2345
Epoch 373, Loss G: -4.0616,Loss D:  0.3433
Epoch 374, Loss G: -3.7743,Loss D: -0.5495
Epoch 375, Loss G: -4.0447,Loss D:  0.0706
Epoch 376, Loss G: -4.0065,Loss D: -0.0668
Epoch 377, Loss G: -4.0647,Loss D:  0.0254
Epoch 378, Loss G: -4.1912,Loss D: -0.5594
Epoch 379, Loss G: -4.1437,Loss D:  0.3665
Epoch 380, Loss G: -4.2816,Loss D:  0.3809
Epoch 381, Loss G: -3.8824,Loss D: -0.1726
Epoch 382, Loss G: -3.4885,Loss D:  0.2960
Epoch 383, Loss G: -3.3919,Loss D:  0.2567
Epoch 384, Loss G: -3.7456,Loss D: -0.0304
Epoch 385, Loss G: -4.0371,Loss D:  0.2832
Epoch 386, Loss G: -3.6693,Loss D:  0.5028
Epoch 387, Loss G: -3.7456,Loss D:  0.1276
Epoch 388, Loss G: -4.0488,Loss D:  0.0911
Epoch 389, Loss G: -4.1583,Loss D:  0.1253
Epoch 390, Loss G: -4.1960,Loss D:  0.3590
Epoch 391, Loss G: -4.4574,Loss D:  0.8540
Epoch 392, Loss G: -4.2621,Loss D:  0.2690
Epoch 393, Loss G: -4.3472,Loss D:  0.3755
Epoch 394, Loss G: -4.2918,Loss D: -0.0768
Epoch 395, Loss G: -4.3642,Loss D: -0.0149
Epoch 396, Loss G: -3.8030,Loss D:  0.1281
Epoch 397, Loss G: -3.9245,Loss D:  0.2006
Epoch 398, Loss G: -3.9780,Loss D: -0.1803
Epoch 399, Loss G: -4.0722,Loss D: -0.1104
Epoch 400, Loss G: -4.4747,Loss D:  0.1142
Epoch 401, Loss G: -4.0813,Loss D: -0.4608
Epoch 402, Loss G: -4.0814,Loss D: -0.4044
Epoch 403, Loss G: -3.9621,Loss D: -0.4444
Epoch 404, Loss G: -3.9971,Loss D: -0.3689
Epoch 405, Loss G: -3.9042,Loss D: -0.0654
Epoch 406, Loss G: -4.2850,Loss D:  0.3104
Epoch 407, Loss G: -3.9981,Loss D:  0.1401
Epoch 408, Loss G: -3.6505,Loss D:  0.5802
Epoch 409, Loss G: -4.1809,Loss D:  0.1035
Epoch 410, Loss G: -4.1185,Loss D: -0.1083
Epoch 411, Loss G: -4.2452,Loss D:  0.3632
Epoch 412, Loss G: -4.2437,Loss D:  0.3045
Epoch 413, Loss G: -4.3943,Loss D:  0.1989
Epoch 414, Loss G: -4.1500,Loss D:  0.0238
Epoch 415, Loss G: -4.0047,Loss D: -0.0495
Epoch 416, Loss G: -4.2860,Loss D:  0.0953
Epoch 417, Loss G: -4.0761,Loss D: -0.1731
Epoch 418, Loss G: -3.9571,Loss D:  0.0995
Epoch 419, Loss G: -4.1626,Loss D:  0.2217
Epoch 420, Loss G: -3.9853,Loss D: -0.0141
Epoch 421, Loss G: -4.1803,Loss D: -0.0744
Epoch 422, Loss G: -3.7194,Loss D:  0.4071
Epoch 423, Loss G: -3.9483,Loss D: -0.0122
Epoch 424, Loss G: -4.0358,Loss D:  0.0510
Epoch 425, Loss G: -4.1466,Loss D:  0.0839
Epoch 426, Loss G: -4.0305,Loss D: -0.2125
Epoch 427, Loss G: -4.3864,Loss D:  0.1704
Epoch 428, Loss G: -4.3260,Loss D: -0.1169
Epoch 429, Loss G: -4.2202,Loss D:  0.0169
Epoch 430, Loss G: -4.4104,Loss D:  0.5771
Epoch 431, Loss G: -4.0264,Loss D: -0.4720
Epoch 432, Loss G: -4.2036,Loss D: -0.0343
Epoch 433, Loss G: -4.5941,Loss D:  0.0662
Epoch 434, Loss G: -4.5113,Loss D: -0.2455
Epoch 435, Loss G: -4.3403,Loss D: -0.1830
Epoch 436, Loss G: -4.3453,Loss D:  0.0313
Epoch 437, Loss G: -4.5223,Loss D:  0.1317
Epoch 438, Loss G: -4.2194,Loss D: -0.0571
Epoch 439, Loss G: -3.8044,Loss D:  0.1302
Epoch 440, Loss G: -4.2024,Loss D:  0.0675
Epoch 441, Loss G: -4.3469,Loss D:  0.1313
Epoch 442, Loss G: -4.2063,Loss D:  0.1571
Epoch 443, Loss G: -4.2811,Loss D:  0.0818
Epoch 444, Loss G: -4.6034,Loss D:  0.3661
Epoch 445, Loss G: -4.3473,Loss D:  1.0208
Epoch 446, Loss G: -4.4090,Loss D: -0.1562
Epoch 447, Loss G: -4.6261,Loss D:  0.4048
Epoch 448, Loss G: -5.0787,Loss D: -0.2637
Epoch 449, Loss G: -4.6384,Loss D: -0.0375
Epoch 450, Loss G: -4.5019,Loss D:  0.4252
Epoch 451, Loss G: -4.1563,Loss D:  0.4547
Epoch 452, Loss G: -4.6565,Loss D: -0.0147
Epoch 453, Loss G: -4.1839,Loss D:  0.0191
Epoch 454, Loss G: -3.9076,Loss D:  0.5983
Epoch 455, Loss G: -4.4938,Loss D: -0.1817
Epoch 456, Loss G: -3.7863,Loss D: -0.5333
Epoch 457, Loss G: -4.1658,Loss D: -0.0287
Epoch 458, Loss G: -3.7181,Loss D: -0.1839
Epoch 459, Loss G: -4.2468,Loss D: -0.0828
Epoch 460, Loss G: -3.8512,Loss D: -0.2176
Epoch 461, Loss G: -3.8622,Loss D: -0.2752
Epoch 462, Loss G: -3.9179,Loss D: -0.0693
Epoch 463, Loss G: -4.1503,Loss D:  0.2280
Epoch 464, Loss G: -4.2445,Loss D:  0.2916
Epoch 465, Loss G: -4.4072,Loss D:  0.1664
Epoch 466, Loss G: -3.7194,Loss D:  0.0601
Epoch 467, Loss G: -4.1850,Loss D: -0.2071
Epoch 468, Loss G: -4.5003,Loss D:  0.0463
Epoch 469, Loss G: -4.0466,Loss D:  0.0428
Epoch 470, Loss G: -3.6185,Loss D:  0.4827
Epoch 471, Loss G: -4.1918,Loss D:  0.5601
Epoch 472, Loss G: -3.7889,Loss D:  0.1158
Epoch 473, Loss G: -3.6385,Loss D:  0.3562
Epoch 474, Loss G: -3.8459,Loss D:  0.1401
Epoch 475, Loss G: -3.7312,Loss D: -0.5128
Epoch 476, Loss G: -3.5884,Loss D:  0.1002
Epoch 477, Loss G: -3.6383,Loss D: -0.0211
Epoch 478, Loss G: -3.8226,Loss D:  0.2530
Epoch 479, Loss G: -3.2960,Loss D:  0.3069
Epoch 480, Loss G: -3.5582,Loss D: -0.1422
Epoch 481, Loss G: -3.7733,Loss D: -0.1966
