Epoch 1, Loss G:  0.9971,Loss D: -0.0169
Epoch 177, Loss G: -3.2339,Loss D:  0.4915
Epoch 178, Loss G: -3.1945,Loss D:  0.5780
Epoch 179, Loss G: -3.1231,Loss D:  0.8361
Epoch 180, Loss G: -2.9261,Loss D:  0.6888
Epoch 181, Loss G: -2.9848,Loss D:  0.6076
Epoch 182, Loss G: -3.0386,Loss D:  0.3002
Epoch 183, Loss G: -2.6567,Loss D:  0.2838
Epoch 184, Loss G: -2.3985,Loss D:  0.4277
Epoch 185, Loss G: -2.5242,Loss D: -0.0697
Epoch 186, Loss G: -2.3906,Loss D: -0.1324
Epoch 187, Loss G: -2.1418,Loss D: -0.1939
Epoch 188, Loss G: -1.8875,Loss D: -0.4444
Epoch 189, Loss G: -1.6654,Loss D: -0.2263
Epoch 190, Loss G: -1.7290,Loss D: -0.2712
Epoch 191, Loss G: -1.5184,Loss D: -0.0739
Epoch 192, Loss G: -1.7915,Loss D: -0.6187
Epoch 193, Loss G: -2.0852,Loss D: -0.2169
Epoch 194, Loss G: -2.1660,Loss D: -0.2380
Epoch 195, Loss G: -2.1904,Loss D:  0.3526
Epoch 196, Loss G: -2.5314,Loss D:  0.3165
Epoch 197, Loss G: -2.4754,Loss D:  0.1378
Epoch 198, Loss G: -2.5012,Loss D:  0.8320
Epoch 199, Loss G: -2.5922,Loss D:  0.1128
Epoch 200, Loss G: -2.5903,Loss D:  0.3056
Epoch 201, Loss G: -2.6731,Loss D:  0.3461
Epoch 202, Loss G: -2.6616,Loss D:  0.1133
Epoch 203, Loss G: -2.4618,Loss D:  0.4419
Epoch 204, Loss G: -2.5273,Loss D: -0.0659
Epoch 205, Loss G: -2.4705,Loss D:  0.1996
Epoch 206, Loss G: -2.3488,Loss D:  0.1721
Epoch 207, Loss G: -2.2799,Loss D:  0.0502
Epoch 208, Loss G: -2.5917,Loss D: -0.1318
Epoch 209, Loss G: -3.0346,Loss D:  0.3787
Epoch 210, Loss G: -2.7522,Loss D: -0.0266
Epoch 211, Loss G: -2.6403,Loss D:  0.1957
Epoch 212, Loss G: -2.5382,Loss D:  0.0633
Epoch 213, Loss G: -2.5767,Loss D:  0.1240
Epoch 214, Loss G: -2.4018,Loss D:  0.1217
Epoch 215, Loss G: -2.5295,Loss D: -0.2388
Epoch 216, Loss G: -2.4971,Loss D:  0.1639
Epoch 217, Loss G: -2.3419,Loss D: -0.1981
Epoch 218, Loss G: -2.3895,Loss D: -0.2624
Epoch 219, Loss G: -2.1640,Loss D: -0.4436
Epoch 220, Loss G: -2.6961,Loss D: -0.6774
Epoch 221, Loss G: -2.6548,Loss D: -0.2244
Epoch 222, Loss G: -2.4312,Loss D:  0.1904
Epoch 223, Loss G: -2.7707,Loss D: -0.0483
Epoch 224, Loss G: -2.9734,Loss D:  0.1217
Epoch 225, Loss G: -2.9675,Loss D:  0.2735
Epoch 226, Loss G: -3.1793,Loss D:  0.5421
Epoch 227, Loss G: -3.3581,Loss D:  0.1776
Epoch 228, Loss G: -3.1768,Loss D:  0.1192
Epoch 229, Loss G: -3.0367,Loss D: -0.0495
Epoch 230, Loss G: -3.2020,Loss D:  0.4912
Epoch 231, Loss G: -3.5173,Loss D:  0.0488
Epoch 232, Loss G: -3.5145,Loss D:  0.2094
Epoch 233, Loss G: -3.6115,Loss D:  0.5873
Epoch 234, Loss G: -3.3350,Loss D:  0.0604
Epoch 235, Loss G: -3.2854,Loss D:  0.1109
Epoch 236, Loss G: -3.6235,Loss D:  0.1680
Epoch 237, Loss G: -3.3477,Loss D:  0.4603
Epoch 238, Loss G: -3.4614,Loss D:  0.5799
Epoch 239, Loss G: -3.3116,Loss D: -0.0237
Epoch 240, Loss G: -3.4736,Loss D:  0.0301
Epoch 241, Loss G: -3.1255,Loss D: -0.2680
Epoch 242, Loss G: -3.3742,Loss D: -0.3467
Epoch 243, Loss G: -3.3718,Loss D: -0.2470
Epoch 244, Loss G: -3.4725,Loss D:  0.3592
Epoch 245, Loss G: -3.3789,Loss D: -0.4079
Epoch 246, Loss G: -3.3898,Loss D:  0.2336
Epoch 247, Loss G: -3.2180,Loss D:  0.4714
Epoch 248, Loss G: -3.1919,Loss D:  0.2321
Epoch 249, Loss G: -3.1627,Loss D:  0.2307
Epoch 250, Loss G: -3.1515,Loss D: -0.1448
Epoch 251, Loss G: -2.9202,Loss D:  0.3912
Epoch 252, Loss G: -3.1696,Loss D:  0.2534
Epoch 253, Loss G: -3.0269,Loss D: -0.0617
Epoch 254, Loss G: -3.1538,Loss D:  0.2260
Epoch 255, Loss G: -3.1208,Loss D: -0.2207
Epoch 256, Loss G: -2.9196,Loss D:  0.0665
Epoch 257, Loss G: -2.9856,Loss D: -0.1128
Epoch 258, Loss G: -2.8955,Loss D: -0.6937
Epoch 259, Loss G: -3.0898,Loss D: -0.1083
Epoch 260, Loss G: -3.1325,Loss D:  0.1697
Epoch 261, Loss G: -3.3833,Loss D: -0.3779
Epoch 262, Loss G: -3.0394,Loss D:  0.0153
Epoch 263, Loss G: -2.9606,Loss D: -0.0197
Epoch 264, Loss G: -3.0876,Loss D:  0.1629
Epoch 265, Loss G: -3.1408,Loss D: -0.0920
Epoch 266, Loss G: -3.0169,Loss D:  0.2072
Epoch 267, Loss G: -3.0640,Loss D: -0.0569
Epoch 268, Loss G: -3.1571,Loss D:  0.0106
Epoch 269, Loss G: -3.2184,Loss D:  0.4657
Epoch 270, Loss G: -3.1201,Loss D:  0.5169
Epoch 271, Loss G: -3.3832,Loss D:  0.7665
Epoch 272, Loss G: -3.4156,Loss D:  0.2541
Epoch 273, Loss G: -3.4256,Loss D:  0.2817
Epoch 274, Loss G: -3.4341,Loss D:  0.2669
Epoch 275, Loss G: -3.2447,Loss D:  0.8749
Epoch 276, Loss G: -3.1880,Loss D:  0.4981
Epoch 277, Loss G: -3.1279,Loss D: -0.1359
Epoch 278, Loss G: -3.3711,Loss D:  0.2728
Epoch 279, Loss G: -3.4224,Loss D: -0.1614
Epoch 280, Loss G: -3.2331,Loss D: -0.1449
Epoch 281, Loss G: -3.3143,Loss D:  0.1759
Epoch 282, Loss G: -3.1353,Loss D:  0.0804
Epoch 283, Loss G: -3.0744,Loss D: -0.0587
Epoch 284, Loss G: -3.2235,Loss D:  0.1314
Epoch 285, Loss G: -2.9983,Loss D:  0.0419
Epoch 286, Loss G: -3.1795,Loss D: -0.1659
Epoch 287, Loss G: -2.9196,Loss D: -0.5008
Epoch 288, Loss G: -2.8415,Loss D: -0.2033
Epoch 289, Loss G: -2.8765,Loss D:  0.1407
Epoch 290, Loss G: -2.9457,Loss D: -0.3086
Epoch 291, Loss G: -3.2146,Loss D: -0.2575
Epoch 292, Loss G: -3.0140,Loss D:  0.0974
Epoch 293, Loss G: -3.2735,Loss D: -0.2241
Epoch 294, Loss G: -3.2074,Loss D: -0.0326
Epoch 295, Loss G: -3.2750,Loss D:  0.0039
Epoch 296, Loss G: -3.2575,Loss D:  0.0130
Epoch 297, Loss G: -3.0659,Loss D: -0.2503
Epoch 298, Loss G: -3.0198,Loss D: -0.1017
Epoch 299, Loss G: -3.0576,Loss D:  0.0574
Epoch 300, Loss G: -2.9131,Loss D: -0.3898
Epoch 301, Loss G: -3.0381,Loss D: -0.3101
Epoch 302, Loss G: -3.1841,Loss D: -0.1116
Epoch 303, Loss G: -3.3722,Loss D:  0.0170
Epoch 304, Loss G: -3.2171,Loss D:  0.0756
Epoch 305, Loss G: -3.1192,Loss D:  0.3708
Epoch 306, Loss G: -3.3658,Loss D:  0.1491
Epoch 307, Loss G: -3.5386,Loss D:  0.0814
Epoch 308, Loss G: -3.2536,Loss D:  0.2332
Epoch 309, Loss G: -3.4307,Loss D:  0.4429
Epoch 310, Loss G: -3.5218,Loss D:  0.4518
Epoch 311, Loss G: -3.1590,Loss D:  0.2990
Epoch 312, Loss G: -3.5981,Loss D:  0.4939
Epoch 313, Loss G: -3.1332,Loss D:  0.2418
Epoch 314, Loss G: -3.0287,Loss D: -0.1354
Epoch 315, Loss G: -3.1021,Loss D:  0.2134
Epoch 316, Loss G: -3.4908,Loss D:  0.3380
Epoch 317, Loss G: -2.9251,Loss D:  0.1981
Epoch 318, Loss G: -3.0755,Loss D:  0.1954
Epoch 319, Loss G: -3.1553,Loss D:  0.0545
Epoch 320, Loss G: -2.8317,Loss D: -0.0288
Epoch 321, Loss G: -3.1969,Loss D:  0.0213
Epoch 322, Loss G: -3.1313,Loss D: -0.2533
Epoch 323, Loss G: -3.1632,Loss D: -0.0942
Epoch 324, Loss G: -3.0595,Loss D: -0.1646
Epoch 325, Loss G: -3.0928,Loss D: -0.0890
Epoch 326, Loss G: -3.2060,Loss D: -0.1843
Epoch 327, Loss G: -3.5085,Loss D: -0.1179
Epoch 328, Loss G: -3.4261,Loss D: -0.2391
Epoch 329, Loss G: -3.5741,Loss D:  0.0737
Epoch 330, Loss G: -3.6399,Loss D:  0.0565
Epoch 331, Loss G: -3.5198,Loss D:  0.1312
Epoch 332, Loss G: -3.6039,Loss D:  0.0334
Epoch 333, Loss G: -3.7182,Loss D:  0.1469
Epoch 334, Loss G: -3.6932,Loss D: -0.3570
Epoch 335, Loss G: -3.6137,Loss D: -0.0621
Epoch 336, Loss G: -3.8801,Loss D:  0.0850
Epoch 337, Loss G: -3.8017,Loss D: -0.2553
Epoch 338, Loss G: -4.0770,Loss D:  0.1764
Epoch 339, Loss G: -4.0192,Loss D:  0.2221
Epoch 340, Loss G: -4.0802,Loss D:  0.1063
Epoch 341, Loss G: -3.9574,Loss D: -0.0247
Epoch 342, Loss G: -3.9307,Loss D:  0.1726
Epoch 343, Loss G: -3.9816,Loss D:  0.5765
Epoch 344, Loss G: -3.7884,Loss D:  0.1364
Epoch 345, Loss G: -4.0116,Loss D:  0.4205
Epoch 346, Loss G: -3.7528,Loss D:  0.0511
Epoch 347, Loss G: -3.4768,Loss D: -0.0943
Epoch 348, Loss G: -3.8941,Loss D: -0.0655
Epoch 349, Loss G: -3.5882,Loss D: -0.3885
Epoch 350, Loss G: -3.4810,Loss D: -0.3242
Epoch 351, Loss G: -3.7736,Loss D: -0.0842
Epoch 352, Loss G: -3.7533,Loss D:  0.0092
Epoch 353, Loss G: -3.7109,Loss D: -0.3160
Epoch 354, Loss G: -3.4591,Loss D:  0.1237
Epoch 355, Loss G: -3.5598,Loss D: -0.1670
Epoch 356, Loss G: -3.7165,Loss D: -0.1984
Epoch 357, Loss G: -3.3704,Loss D:  0.1824
Epoch 358, Loss G: -3.6142,Loss D:  0.1660
Epoch 359, Loss G: -3.2655,Loss D:  0.1631
Epoch 360, Loss G: -3.5093,Loss D: -0.1208
Epoch 361, Loss G: -3.4279,Loss D:  0.2453
Epoch 362, Loss G: -3.2104,Loss D:  0.2213
Epoch 363, Loss G: -2.9487,Loss D:  0.3302
Epoch 364, Loss G: -3.2584,Loss D: -0.3098
Epoch 365, Loss G: -2.8701,Loss D: -0.2049
Epoch 366, Loss G: -3.2339,Loss D:  0.3949
Epoch 367, Loss G: -2.8488,Loss D:  0.2288
Epoch 368, Loss G: -3.1998,Loss D:  0.1944
Epoch 369, Loss G: -3.3530,Loss D:  0.0966
Epoch 370, Loss G: -3.3715,Loss D:  0.1413
Epoch 371, Loss G: -3.3954,Loss D:  0.0908
Epoch 372, Loss G: -3.1500,Loss D:  0.3721
Epoch 373, Loss G: -3.0809,Loss D:  0.6906
Epoch 374, Loss G: -3.3903,Loss D:  0.0613
Epoch 375, Loss G: -3.2843,Loss D: -0.0007
Epoch 376, Loss G: -3.4494,Loss D:  0.1707
Epoch 377, Loss G: -3.8278,Loss D:  0.2645
Epoch 378, Loss G: -3.2331,Loss D: -0.0604
Epoch 379, Loss G: -3.4645,Loss D: -0.0586
Epoch 380, Loss G: -3.3933,Loss D: -0.3041
Epoch 381, Loss G: -3.2183,Loss D: -0.0773
Epoch 382, Loss G: -3.5055,Loss D: -0.1555
Epoch 383, Loss G: -3.5415,Loss D: -0.0158
Epoch 384, Loss G: -3.2128,Loss D: -0.1204
Epoch 385, Loss G: -3.1136,Loss D:  0.0418
Epoch 386, Loss G: -3.4562,Loss D: -0.3938
Epoch 387, Loss G: -3.4684,Loss D:  0.0880
Epoch 388, Loss G: -3.8309,Loss D: -0.0590
Epoch 389, Loss G: -4.1782,Loss D: -0.3841
Epoch 390, Loss G: -4.1426,Loss D: -0.0859
Epoch 391, Loss G: -3.6928,Loss D:  0.2090
Epoch 392, Loss G: -3.8254,Loss D:  0.2099
Epoch 393, Loss G: -3.9364,Loss D:  0.0637
Epoch 394, Loss G: -3.8184,Loss D:  0.2659
Epoch 395, Loss G: -4.0731,Loss D: -0.4350
Epoch 396, Loss G: -3.5035,Loss D:  0.1212
Epoch 397, Loss G: -3.7906,Loss D:  0.6096
Epoch 398, Loss G: -4.1264,Loss D:  0.1730
Epoch 399, Loss G: -3.7320,Loss D:  0.3308
Epoch 400, Loss G: -4.0850,Loss D:  0.1831
Epoch 401, Loss G: -3.9293,Loss D:  0.0820
Epoch 402, Loss G: -3.6984,Loss D:  0.2266
Epoch 403, Loss G: -3.9439,Loss D:  0.0683
Epoch 404, Loss G: -3.6332,Loss D: -0.0679
Epoch 405, Loss G: -3.7802,Loss D: -0.3228
Epoch 406, Loss G: -3.7418,Loss D:  0.3050
Epoch 407, Loss G: -3.7845,Loss D:  0.1818
Epoch 408, Loss G: -3.7206,Loss D:  0.0768
Epoch 409, Loss G: -3.3890,Loss D: -0.1956
Epoch 410, Loss G: -3.6812,Loss D: -0.2527
Epoch 411, Loss G: -3.6458,Loss D:  0.4282
Epoch 412, Loss G: -3.6248,Loss D: -0.0955
Epoch 413, Loss G: -3.6253,Loss D: -0.1363
Epoch 414, Loss G: -3.4746,Loss D: -0.4500
Epoch 415, Loss G: -3.3030,Loss D: -0.3375
Epoch 416, Loss G: -3.6063,Loss D: -0.1487
Epoch 417, Loss G: -3.2428,Loss D: -0.0164
Epoch 418, Loss G: -3.3363,Loss D: -0.1143
Epoch 419, Loss G: -3.5421,Loss D:  0.0449
Epoch 420, Loss G: -3.3008,Loss D: -0.0003
Epoch 421, Loss G: -3.6443,Loss D:  0.0894
Epoch 422, Loss G: -3.8406,Loss D: -0.1254
Epoch 423, Loss G: -3.8612,Loss D:  0.3301
Epoch 424, Loss G: -3.9661,Loss D:  0.5458
Epoch 425, Loss G: -3.8628,Loss D:  0.5328
Epoch 426, Loss G: -3.7438,Loss D:  0.2454
Epoch 427, Loss G: -3.6540,Loss D:  0.2159
Epoch 428, Loss G: -4.1171,Loss D:  0.3489
Epoch 429, Loss G: -3.6450,Loss D:  0.1154
Epoch 430, Loss G: -3.6529,Loss D:  0.1091
Epoch 431, Loss G: -3.3087,Loss D:  0.2015
Epoch 432, Loss G: -3.3166,Loss D: -0.2417
Epoch 433, Loss G: -3.3219,Loss D: -0.2797
Epoch 434, Loss G: -3.2212,Loss D: -0.2671
Epoch 435, Loss G: -3.1491,Loss D:  0.1851
Epoch 436, Loss G: -2.9219,Loss D: -0.2459
Epoch 437, Loss G: -3.1023,Loss D: -0.0168
Epoch 438, Loss G: -3.2340,Loss D:  0.1824
Epoch 439, Loss G: -3.6411,Loss D:  0.0530
Epoch 440, Loss G: -3.7335,Loss D:  0.2222
Epoch 441, Loss G: -3.4618,Loss D:  0.2706
Epoch 442, Loss G: -3.9820,Loss D:  0.3193
Epoch 443, Loss G: -3.9855,Loss D:  0.2989
Epoch 444, Loss G: -4.1006,Loss D:  0.0913
Epoch 445, Loss G: -4.2321,Loss D: -0.0898
Epoch 446, Loss G: -3.9950,Loss D:  0.6629
Epoch 447, Loss G: -4.5189,Loss D: -0.0278
Epoch 448, Loss G: -4.3157,Loss D: -0.2352
Epoch 449, Loss G: -4.5638,Loss D:  0.2526
Epoch 450, Loss G: -4.3628,Loss D:  0.8794
Epoch 451, Loss G: -4.6505,Loss D: -0.0336
Epoch 452, Loss G: -3.8850,Loss D:  0.6782
Epoch 453, Loss G: -4.4945,Loss D: -0.0053
Epoch 454, Loss G: -4.4456,Loss D: -0.0997
Epoch 455, Loss G: -4.2851,Loss D:  0.1538
Epoch 456, Loss G: -4.4215,Loss D:  0.0893
Epoch 457, Loss G: -4.7464,Loss D: -0.2008
Epoch 458, Loss G: -3.7909,Loss D: -0.2572
Epoch 459, Loss G: -4.5296,Loss D:  0.1821
Epoch 460, Loss G: -4.0977,Loss D:  0.1463
Epoch 461, Loss G: -4.4796,Loss D:  0.0429
Epoch 462, Loss G: -4.4811,Loss D:  0.0664
Epoch 463, Loss G: -4.7093,Loss D: -0.2119
Epoch 464, Loss G: -4.7109,Loss D: -0.0578
Epoch 465, Loss G: -4.1251,Loss D: -0.4349
Epoch 466, Loss G: -4.3499,Loss D:  0.3165
Epoch 467, Loss G: -4.1647,Loss D: -0.3867
Epoch 468, Loss G: -4.4617,Loss D: -0.1526
Epoch 469, Loss G: -4.1875,Loss D:  0.4788
Epoch 470, Loss G: -4.0706,Loss D:  0.2999
Epoch 471, Loss G: -4.3135,Loss D: -0.3425
Epoch 472, Loss G: -3.9090,Loss D: -0.3130
Epoch 473, Loss G: -3.9384,Loss D: -0.0980
Epoch 474, Loss G: -4.0159,Loss D: -0.4124
Epoch 475, Loss G: -3.8322,Loss D:  0.2425
Epoch 476, Loss G: -3.7061,Loss D: -1.0815
Epoch 477, Loss G: -3.5736,Loss D: -0.1665
Epoch 478, Loss G: -3.5262,Loss D:  0.1009
Epoch 479, Loss G: -3.6000,Loss D:  0.2470
Epoch 480, Loss G: -3.7641,Loss D: -0.1062
Epoch 481, Loss G: -3.9382,Loss D:  0.1097
