Epoch 1, Loss G:  1.1684,Loss D: -0.0174
Epoch 101, Loss G: -0.5789,Loss D: -0.0898
Epoch 102, Loss G: -0.3257,Loss D:  0.3529
Epoch 103, Loss G: -0.2967,Loss D: -0.2742
Epoch 104, Loss G: -0.5579,Loss D: -0.3639
Epoch 105, Loss G: -0.1004,Loss D: -0.0615
Epoch 106, Loss G: -0.2039,Loss D:  0.0852
Epoch 107, Loss G: -0.5662,Loss D:  0.4468
Epoch 108, Loss G: -0.2570,Loss D:  0.0369
Epoch 109, Loss G: -0.4612,Loss D:  0.1376
Epoch 110, Loss G: -0.5227,Loss D: -0.1335
Epoch 111, Loss G: -0.6454,Loss D:  0.0843
Epoch 112, Loss G: -0.4960,Loss D: -0.2349
Epoch 113, Loss G: -0.3918,Loss D: -0.3388
Epoch 114, Loss G: -0.7027,Loss D: -0.2220
Epoch 115, Loss G: -0.6624,Loss D:  0.1191
Epoch 116, Loss G: -0.7114,Loss D:  0.2949
Epoch 117, Loss G: -0.9211,Loss D: -0.2834
Epoch 118, Loss G: -0.5488,Loss D:  0.0266
Epoch 119, Loss G: -0.8441,Loss D: -0.0975
Epoch 120, Loss G: -0.9966,Loss D:  0.1212
Epoch 121, Loss G: -0.7165,Loss D:  0.1035
Epoch 122, Loss G: -0.5726,Loss D: -0.0772
Epoch 123, Loss G: -0.7489,Loss D: -0.0295
Epoch 124, Loss G: -0.6583,Loss D: -0.1312
Epoch 125, Loss G: -0.6595,Loss D: -0.2179
Epoch 126, Loss G: -0.6038,Loss D: -0.0854
Epoch 127, Loss G: -0.5154,Loss D:  0.1113
Epoch 128, Loss G: -0.5952,Loss D: -0.1587
Epoch 129, Loss G: -0.5156,Loss D: -0.1753
Epoch 130, Loss G: -0.4563,Loss D: -0.3982
Epoch 131, Loss G: -0.5366,Loss D: -0.0434
Epoch 132, Loss G: -0.4802,Loss D: -0.1342
Epoch 133, Loss G: -0.5886,Loss D:  0.4536
Epoch 134, Loss G: -0.6380,Loss D:  0.0388
Epoch 135, Loss G: -0.5845,Loss D:  0.0518
Epoch 136, Loss G: -0.7464,Loss D: -0.2258
Epoch 137, Loss G: -0.6063,Loss D:  0.2044
Epoch 138, Loss G: -0.9429,Loss D: -0.0194
Epoch 139, Loss G: -0.7620,Loss D:  0.4844
Epoch 140, Loss G: -0.9100,Loss D: -0.0502
Epoch 141, Loss G: -0.8061,Loss D: -0.0285
Epoch 142, Loss G: -0.5418,Loss D:  0.5623
Epoch 143, Loss G: -1.2748,Loss D:  0.3980
Epoch 144, Loss G: -0.8526,Loss D:  0.2083
Epoch 145, Loss G: -0.6522,Loss D: -0.0214
Epoch 146, Loss G: -0.9848,Loss D:  0.1693
Epoch 147, Loss G: -0.8331,Loss D:  0.1159
Epoch 148, Loss G: -0.5500,Loss D:  0.0036
Epoch 149, Loss G: -0.7902,Loss D: -0.1147
Epoch 150, Loss G: -0.9361,Loss D: -0.0244
Epoch 151, Loss G: -0.6428,Loss D:  0.1939
Epoch 152, Loss G: -0.8949,Loss D: -0.5585
Epoch 153, Loss G: -0.6996,Loss D: -0.2123
Epoch 154, Loss G: -0.7490,Loss D: -0.4335
Epoch 155, Loss G: -0.7791,Loss D: -0.2890
Epoch 156, Loss G: -0.7022,Loss D: -0.4011
Epoch 157, Loss G: -0.7671,Loss D: -0.0431
Epoch 158, Loss G: -0.7560,Loss D: -0.4584
Epoch 159, Loss G: -0.5681,Loss D:  0.1960
Epoch 160, Loss G: -0.3513,Loss D: -0.2417
Epoch 161, Loss G: -0.7538,Loss D: -0.3687
Epoch 162, Loss G: -0.7765,Loss D:  0.1070
Epoch 163, Loss G: -0.6202,Loss D: -0.4453
Epoch 164, Loss G: -0.4701,Loss D:  0.0488
Epoch 165, Loss G: -0.9016,Loss D: -0.1563
Epoch 166, Loss G: -0.9501,Loss D: -0.3369
Epoch 167, Loss G: -1.1460,Loss D: -0.0863
Epoch 168, Loss G: -1.3346,Loss D:  0.2031
Epoch 169, Loss G: -1.2039,Loss D: -0.2654
Epoch 170, Loss G: -1.3453,Loss D: -0.0776
Epoch 171, Loss G: -1.6914,Loss D:  0.1266
Epoch 172, Loss G: -1.4541,Loss D:  0.4276
Epoch 173, Loss G: -1.4154,Loss D:  0.2389
Epoch 174, Loss G: -1.8866,Loss D:  0.0105
Epoch 175, Loss G: -1.7544,Loss D:  0.3934
Epoch 176, Loss G: -2.1546,Loss D:  0.2410
Epoch 177, Loss G: -1.8492,Loss D: -0.0578
Epoch 178, Loss G: -1.8040,Loss D: -0.2187
Epoch 179, Loss G: -2.1249,Loss D:  0.2873
Epoch 180, Loss G: -1.9839,Loss D:  0.1550
Epoch 181, Loss G: -2.0775,Loss D: -0.1540
Epoch 182, Loss G: -1.7360,Loss D:  0.2439
Epoch 183, Loss G: -2.1744,Loss D:  0.0022
Epoch 184, Loss G: -2.0329,Loss D:  0.0154
Epoch 185, Loss G: -2.0213,Loss D: -0.5468
Epoch 186, Loss G: -2.1254,Loss D: -0.2280
Epoch 187, Loss G: -1.9895,Loss D:  0.2005
Epoch 188, Loss G: -1.9325,Loss D: -0.1067
Epoch 189, Loss G: -2.0619,Loss D: -0.2071
Epoch 190, Loss G: -1.7964,Loss D: -0.1941
Epoch 191, Loss G: -2.0040,Loss D: -0.1817
Epoch 192, Loss G: -1.8239,Loss D: -0.1743
Epoch 193, Loss G: -1.8842,Loss D: -0.3584
Epoch 194, Loss G: -2.2586,Loss D: -0.1673
Epoch 195, Loss G: -2.5649,Loss D: -0.1992
Epoch 196, Loss G: -2.2561,Loss D: -0.5802
Epoch 197, Loss G: -2.2460,Loss D: -0.1399
Epoch 198, Loss G: -2.4529,Loss D:  0.2039
Epoch 199, Loss G: -2.5976,Loss D: -0.0045
Epoch 200, Loss G: -2.6562,Loss D:  0.1254
Epoch 201, Loss G: -2.6434,Loss D: -0.0682
Epoch 202, Loss G: -2.0688,Loss D:  0.0211
Epoch 203, Loss G: -2.8329,Loss D: -0.0909
Epoch 204, Loss G: -2.8316,Loss D: -0.3062
Epoch 205, Loss G: -2.4371,Loss D:  0.0373
Epoch 206, Loss G: -2.3100,Loss D:  0.2366
Epoch 207, Loss G: -2.4308,Loss D: -0.0232
Epoch 208, Loss G: -2.2716,Loss D: -0.0563
Epoch 209, Loss G: -2.4294,Loss D:  0.0062
Epoch 210, Loss G: -2.1233,Loss D: -0.1853
Epoch 211, Loss G: -2.4689,Loss D: -0.3569
Epoch 212, Loss G: -2.5439,Loss D:  0.4248
Epoch 213, Loss G: -2.4844,Loss D: -0.1360
Epoch 214, Loss G: -2.6632,Loss D: -0.2239
Epoch 215, Loss G: -2.2726,Loss D: -0.0419
Epoch 216, Loss G: -2.4158,Loss D:  0.0171
Epoch 217, Loss G: -2.0591,Loss D: -0.5380
Epoch 218, Loss G: -2.1699,Loss D:  0.1278
Epoch 219, Loss G: -2.0509,Loss D: -0.3358
Epoch 220, Loss G: -1.7751,Loss D: -0.1199
Epoch 221, Loss G: -1.7721,Loss D: -0.5801
Epoch 222, Loss G: -1.9843,Loss D:  0.2819
Epoch 223, Loss G: -1.7908,Loss D: -0.1783
Epoch 224, Loss G: -1.8351,Loss D: -0.1029
Epoch 225, Loss G: -2.2267,Loss D: -0.0292
Epoch 226, Loss G: -1.9630,Loss D:  0.4468
Epoch 227, Loss G: -2.0478,Loss D: -0.0291
Epoch 228, Loss G: -2.1993,Loss D: -0.0201
Epoch 229, Loss G: -2.3209,Loss D: -0.1565
Epoch 230, Loss G: -2.3489,Loss D:  0.1845
Epoch 231, Loss G: -2.5048,Loss D: -0.2530
Epoch 232, Loss G: -2.4484,Loss D: -0.0385
Epoch 233, Loss G: -2.8313,Loss D:  0.1588
Epoch 234, Loss G: -2.2808,Loss D:  0.4034
Epoch 235, Loss G: -2.0681,Loss D:  0.5029
Epoch 236, Loss G: -2.4058,Loss D:  0.2432
Epoch 237, Loss G: -2.5766,Loss D:  0.1031
Epoch 238, Loss G: -2.4552,Loss D: -0.1076
Epoch 239, Loss G: -2.1890,Loss D:  0.1165
Epoch 240, Loss G: -2.4033,Loss D: -0.2864
Epoch 241, Loss G: -2.2343,Loss D:  0.0561
Epoch 242, Loss G: -1.8321,Loss D:  0.1163
Epoch 243, Loss G: -2.3128,Loss D: -0.1207
Epoch 244, Loss G: -1.5760,Loss D: -0.2729
Epoch 245, Loss G: -1.4945,Loss D: -0.0256
Epoch 246, Loss G: -1.9093,Loss D: -0.1752
Epoch 247, Loss G: -1.8741,Loss D: -0.4122
Epoch 248, Loss G: -1.9890,Loss D: -0.3918
Epoch 249, Loss G: -1.8897,Loss D: -0.4002
Epoch 250, Loss G: -1.7341,Loss D:  0.2557
Epoch 251, Loss G: -2.0530,Loss D: -0.2415
Epoch 252, Loss G: -1.6191,Loss D:  0.2917
Epoch 253, Loss G: -2.1888,Loss D: -0.2982
Epoch 254, Loss G: -2.1545,Loss D: -0.2304
Epoch 255, Loss G: -2.2781,Loss D: -0.1134
Epoch 256, Loss G: -1.9150,Loss D:  0.6314
Epoch 257, Loss G: -2.1864,Loss D:  0.1713
Epoch 258, Loss G: -2.2716,Loss D:  0.1431
Epoch 259, Loss G: -2.4633,Loss D:  0.7741
Epoch 260, Loss G: -1.9784,Loss D:  0.3386
Epoch 261, Loss G: -2.0455,Loss D: -0.0822
Epoch 262, Loss G: -2.1804,Loss D:  0.1067
Epoch 263, Loss G: -2.6214,Loss D: -0.1913
Epoch 264, Loss G: -2.3993,Loss D:  0.5740
Epoch 265, Loss G: -2.5546,Loss D:  0.3379
Epoch 266, Loss G: -2.3662,Loss D:  0.1619
Epoch 267, Loss G: -2.2965,Loss D: -0.1512
Epoch 268, Loss G: -2.2153,Loss D:  0.4713
Epoch 269, Loss G: -2.5545,Loss D: -0.0367
Epoch 270, Loss G: -2.4736,Loss D:  0.1853
Epoch 271, Loss G: -2.4084,Loss D: -0.3133
Epoch 272, Loss G: -1.7644,Loss D: -0.2081
Epoch 273, Loss G: -2.4801,Loss D: -0.4189
Epoch 274, Loss G: -2.3558,Loss D: -0.4658
Epoch 275, Loss G: -1.9267,Loss D: -0.3466
Epoch 276, Loss G: -2.0230,Loss D: -0.1447
Epoch 277, Loss G: -2.1447,Loss D: -0.2573
Epoch 278, Loss G: -2.7186,Loss D: -0.6709
Epoch 279, Loss G: -2.5965,Loss D: -0.7178
Epoch 280, Loss G: -2.5546,Loss D: -0.2832
Epoch 281, Loss G: -2.4077,Loss D: -0.7358
Epoch 282, Loss G: -3.0813,Loss D:  0.0617
Epoch 283, Loss G: -3.2506,Loss D: -0.1142
Epoch 284, Loss G: -3.1517,Loss D: -0.1125
Epoch 285, Loss G: -3.2500,Loss D:  0.4191
Epoch 286, Loss G: -3.3514,Loss D: -0.0905
Epoch 287, Loss G: -3.3348,Loss D: -0.1131
Epoch 288, Loss G: -3.5870,Loss D:  0.0437
Epoch 289, Loss G: -3.5450,Loss D:  0.1799
Epoch 290, Loss G: -3.3121,Loss D:  0.3760
Epoch 291, Loss G: -3.3864,Loss D: -0.1120
Epoch 292, Loss G: -3.3460,Loss D:  0.1382
Epoch 293, Loss G: -3.2873,Loss D:  0.2788
Epoch 294, Loss G: -3.3458,Loss D: -0.2679
Epoch 295, Loss G: -2.8748,Loss D:  0.1278
Epoch 296, Loss G: -3.3970,Loss D: -0.3317
Epoch 297, Loss G: -3.3531,Loss D: -0.1769
Epoch 298, Loss G: -3.0479,Loss D:  0.0907
Epoch 299, Loss G: -2.8997,Loss D: -0.4317
Epoch 300, Loss G: -3.1061,Loss D: -0.0774
 
