Epoch 1, Loss G:  1.3594,Loss D: -0.0439
Epoch 79, Loss G: -1.1331,Loss D: -0.3276
Epoch 80, Loss G: -1.0936,Loss D: -0.2057
Epoch 81, Loss G: -0.9155,Loss D: -0.4610
Epoch 82, Loss G: -0.9711,Loss D: -0.5320
Epoch 83, Loss G: -0.7031,Loss D: -0.7192
Epoch 84, Loss G: -0.9639,Loss D: -0.6707
Epoch 85, Loss G: -0.8180,Loss D: -0.9929
Epoch 86, Loss G: -1.1219,Loss D: -1.0031
Epoch 87, Loss G: -1.0227,Loss D: -0.6061
Epoch 88, Loss G: -0.9431,Loss D: -0.5695
Epoch 89, Loss G: -1.1777,Loss D: -0.6986
Epoch 90, Loss G: -1.2815,Loss D: -0.1152
Epoch 91, Loss G: -1.4648,Loss D: -0.0032
Epoch 92, Loss G: -1.4903,Loss D:  0.0454
Epoch 93, Loss G: -1.5879,Loss D:  0.0588
Epoch 94, Loss G: -1.9128,Loss D:  0.3253
Epoch 95, Loss G: -2.1722,Loss D:  0.2420
Epoch 96, Loss G: -2.1375,Loss D:  0.6684
Epoch 97, Loss G: -2.3303,Loss D:  0.6839
Epoch 98, Loss G: -1.9373,Loss D:  0.6838
Epoch 99, Loss G: -1.9890,Loss D:  0.5840
Epoch 100, Loss G: -1.4588,Loss D:  0.1340
Epoch 101, Loss G: -1.1820,Loss D:  0.1267
Epoch 102, Loss G: -0.9275,Loss D: -0.5226
Epoch 103, Loss G: -0.6319,Loss D: -0.5805
Epoch 104, Loss G: -0.2884,Loss D: -0.8479
Epoch 105, Loss G:  0.1912,Loss D: -0.9228
Epoch 106, Loss G:  0.4139,Loss D: -1.6168
Epoch 107, Loss G:  0.7385,Loss D: -1.7770
Epoch 108, Loss G:  0.4383,Loss D: -1.6563
Epoch 109, Loss G:  0.4774,Loss D: -1.4405
Epoch 110, Loss G:  0.2176,Loss D: -1.3372
Epoch 111, Loss G: -0.1110,Loss D: -0.8580
Epoch 112, Loss G: -0.4926,Loss D: -0.2468
Epoch 113, Loss G: -1.0003,Loss D:  0.0750
Epoch 114, Loss G: -1.4413,Loss D:  0.3601
Epoch 115, Loss G: -1.5838,Loss D:  0.5269
Epoch 116, Loss G: -1.8994,Loss D:  0.4472
Epoch 117, Loss G: -2.0393,Loss D:  0.1988
Epoch 118, Loss G: -2.0818,Loss D:  0.1489
Epoch 119, Loss G: -2.2729,Loss D: -0.1568
Epoch 120, Loss G: -1.9919,Loss D:  0.1921
Epoch 121, Loss G: -1.8875,Loss D: -0.6266
Epoch 122, Loss G: -1.7153,Loss D: -0.5106
Epoch 123, Loss G: -1.6744,Loss D: -0.7218
Epoch 124, Loss G: -1.6549,Loss D: -0.6670
Epoch 125, Loss G: -1.8929,Loss D: -0.8962
Epoch 126, Loss G: -2.0571,Loss D: -0.6505
Epoch 127, Loss G: -2.5451,Loss D: -0.3090
Epoch 128, Loss G: -2.7491,Loss D:  0.3929
Epoch 129, Loss G: -2.7167,Loss D: -0.0667
Epoch 130, Loss G: -3.1612,Loss D:  0.1753
Epoch 131, Loss G: -3.0457,Loss D:  0.2260
Epoch 132, Loss G: -2.6247,Loss D:  0.0864
Epoch 133, Loss G: -2.5888,Loss D: -0.0659
Epoch 134, Loss G: -2.7084,Loss D: -0.4506
Epoch 135, Loss G: -2.5812,Loss D:  0.0909
Epoch 136, Loss G: -2.6387,Loss D:  0.3283
Epoch 137, Loss G: -3.1058,Loss D:  0.3625
Epoch 138, Loss G: -3.1095,Loss D:  0.3502
Epoch 139, Loss G: -3.2166,Loss D:  0.5156
Epoch 140, Loss G: -3.2830,Loss D:  0.3533
Epoch 141, Loss G: -3.4099,Loss D:  0.0141
Epoch 142, Loss G: -3.3304,Loss D: -0.1282
Epoch 143, Loss G: -3.6576,Loss D:  0.0120
Epoch 144, Loss G: -3.4313,Loss D: -0.0638
Epoch 145, Loss G: -3.8608,Loss D: -0.0385
Epoch 146, Loss G: -3.6004,Loss D:  0.0445
Epoch 147, Loss G: -3.8814,Loss D: -0.2202
Epoch 148, Loss G: -3.6357,Loss D: -0.0676
Epoch 149, Loss G: -3.4601,Loss D:  0.1405
Epoch 150, Loss G: -3.4791,Loss D:  0.0739
Epoch 151, Loss G: -3.7370,Loss D:  0.1226
Epoch 152, Loss G: -3.5411,Loss D:  0.2176
Epoch 153, Loss G: -3.7621,Loss D: -0.0610
Epoch 154, Loss G: -3.4553,Loss D:  0.5327
Epoch 155, Loss G: -3.2894,Loss D:  0.0828
Epoch 156, Loss G: -3.4633,Loss D:  0.1866
Epoch 157, Loss G: -3.2628,Loss D:  0.2581
Epoch 158, Loss G: -3.2330,Loss D:  0.2533
Epoch 159, Loss G: -3.3139,Loss D:  0.0864
Epoch 160, Loss G: -3.2515,Loss D:  0.0373
Epoch 161, Loss G: -3.1326,Loss D:  0.3411
Epoch 162, Loss G: -3.1442,Loss D:  0.4641
Epoch 163, Loss G: -3.0669,Loss D:  0.4460
Epoch 164, Loss G: -2.8594,Loss D:  0.2231
Epoch 165, Loss G: -2.5279,Loss D:  0.2465
Epoch 166, Loss G: -2.4924,Loss D: -0.0445
Epoch 167, Loss G: -2.4147,Loss D: -0.2598
Epoch 168, Loss G: -2.1383,Loss D: -0.2539
Epoch 169, Loss G: -2.2696,Loss D: -0.0764
Epoch 170, Loss G: -2.3112,Loss D:  0.1059
Epoch 171, Loss G: -2.2465,Loss D: -0.0416
Epoch 172, Loss G: -2.1602,Loss D: -0.0070
Epoch 173, Loss G: -1.8680,Loss D:  0.1730
Epoch 174, Loss G: -2.2471,Loss D:  0.3304
Epoch 175, Loss G: -2.1893,Loss D:  0.3067
Epoch 176, Loss G: -2.1034,Loss D: -0.1253
Epoch 177, Loss G: -2.0206,Loss D: -0.0210
Epoch 178, Loss G: -2.1014,Loss D: -0.2321
Epoch 179, Loss G: -2.1770,Loss D:  0.0608
Epoch 180, Loss G: -1.9216,Loss D:  0.1789
Epoch 181, Loss G: -2.3059,Loss D: -0.0085
Epoch 182, Loss G: -1.9381,Loss D: -0.0724
Epoch 183, Loss G: -1.9462,Loss D: -0.0213
Epoch 184, Loss G: -1.8802,Loss D: -0.2144
Epoch 185, Loss G: -1.8912,Loss D: -0.4621
Epoch 186, Loss G: -1.9696,Loss D: -0.2925
Epoch 187, Loss G: -1.6805,Loss D: -0.4042
Epoch 188, Loss G: -1.8276,Loss D: -0.3750
Epoch 189, Loss G: -1.7001,Loss D: -0.5923
Epoch 190, Loss G: -1.7266,Loss D: -0.6365
Epoch 191, Loss G: -1.8143,Loss D: -0.3837
Epoch 192, Loss G: -2.0490,Loss D: -0.2733
Epoch 193, Loss G: -2.0550,Loss D: -0.3838
Epoch 194, Loss G: -2.1888,Loss D: -0.3900
Epoch 195, Loss G: -2.6003,Loss D: -0.2174
Epoch 196, Loss G: -2.4604,Loss D:  0.0038
Epoch 197, Loss G: -2.9059,Loss D:  0.0868
Epoch 198, Loss G: -3.2945,Loss D:  0.2818
Epoch 199, Loss G: -3.1901,Loss D: -0.1723
Epoch 200, Loss G: -3.4677,Loss D:  0.1149
Epoch 201, Loss G: -3.7568,Loss D:  0.4202
Epoch 202, Loss G: -3.9201,Loss D:  0.4652
Epoch 203, Loss G: -4.3686,Loss D:  0.4832
Epoch 204, Loss G: -4.1729,Loss D:  0.4079
Epoch 205, Loss G: -4.1372,Loss D:  0.1966
Epoch 206, Loss G: -4.5276,Loss D:  0.1399
Epoch 207, Loss G: -3.9721,Loss D:  0.3380
Epoch 208, Loss G: -4.2775,Loss D: -0.1344
Epoch 209, Loss G: -3.8687,Loss D:  0.1518
Epoch 210, Loss G: -3.9651,Loss D: -0.4780
Epoch 211, Loss G: -3.8057,Loss D: -0.1215
Epoch 212, Loss G: -3.5425,Loss D: -0.3048
Epoch 213, Loss G: -3.5119,Loss D: -0.5288
Epoch 214, Loss G: -3.5625,Loss D: -0.3651
Epoch 215, Loss G: -3.4722,Loss D: -0.3102
Epoch 216, Loss G: -3.2042,Loss D: -0.0349
Epoch 217, Loss G: -3.1687,Loss D: -0.1304
Epoch 218, Loss G: -3.1507,Loss D:  0.4731
Epoch 219, Loss G: -2.9735,Loss D:  0.1586
Epoch 220, Loss G: -2.9782,Loss D: -0.1847
Epoch 221, Loss G: -2.8803,Loss D: -0.1341
Epoch 222, Loss G: -2.3059,Loss D: -0.4830
Epoch 223, Loss G: -2.5148,Loss D: -0.3640
Epoch 224, Loss G: -2.0161,Loss D:  0.0081
Epoch 225, Loss G: -1.9586,Loss D:  0.0731
Epoch 226, Loss G: -1.6368,Loss D: -0.5065
Epoch 227, Loss G: -1.4557,Loss D: -0.4298
Epoch 228, Loss G: -1.2821,Loss D: -0.5401
Epoch 229, Loss G: -0.8661,Loss D: -0.3057
Epoch 230, Loss G: -0.8593,Loss D: -0.7441
Epoch 231, Loss G: -0.4464,Loss D: -0.6314
Epoch 232, Loss G: -0.3893,Loss D: -0.2676
Epoch 233, Loss G: -0.4394,Loss D: -0.2227
Epoch 234, Loss G: -0.4488,Loss D: -0.4997
Epoch 235, Loss G: -0.6871,Loss D: -0.0735
Epoch 236, Loss G: -0.8191,Loss D: -0.3051
Epoch 237, Loss G: -1.2701,Loss D:  0.2409
Epoch 238, Loss G: -1.1860,Loss D:  0.3355
Epoch 239, Loss G: -1.5674,Loss D:  0.1271
Epoch 240, Loss G: -1.8675,Loss D:  0.4289
Epoch 241, Loss G: -1.9768,Loss D:  0.2548
Epoch 242, Loss G: -2.0543,Loss D:  0.3065
Epoch 243, Loss G: -2.1997,Loss D:  0.0568
Epoch 244, Loss G: -2.2895,Loss D:  0.4195
Epoch 245, Loss G: -2.0972,Loss D: -0.1637
Epoch 246, Loss G: -2.2347,Loss D: -0.4711
Epoch 247, Loss G: -2.2923,Loss D: -0.2596
Epoch 248, Loss G: -2.0267,Loss D: -0.8173
Epoch 249, Loss G: -2.4138,Loss D: -0.8445
Epoch 250, Loss G: -2.7259,Loss D: -0.6515
Epoch 251, Loss G: -2.8577,Loss D: -0.3960
Epoch 252, Loss G: -3.1129,Loss D: -0.3239
Epoch 253, Loss G: -3.4953,Loss D: -0.3410
Epoch 254, Loss G: -3.8793,Loss D: -0.2152
Epoch 255, Loss G: -3.6151,Loss D:  0.4577
Epoch 256, Loss G: -3.7814,Loss D:  0.1906
Epoch 257, Loss G: -3.6068,Loss D:  0.3242
Epoch 258, Loss G: -3.8186,Loss D: -0.1488
Epoch 259, Loss G: -4.1382,Loss D:  0.1593
Epoch 260, Loss G: -3.3825,Loss D:  0.0057
Epoch 261, Loss G: -3.2521,Loss D:  0.1624
Epoch 262, Loss G: -2.9862,Loss D: -0.3092
Epoch 263, Loss G: -2.5506,Loss D: -0.4661
Epoch 264, Loss G: -2.5567,Loss D: -0.4168
Epoch 265, Loss G: -2.9154,Loss D: -0.2413
Epoch 266, Loss G: -2.7626,Loss D: -0.7550
Epoch 267, Loss G: -2.9031,Loss D:  0.2310
Epoch 268, Loss G: -3.6978,Loss D:  0.4404
Epoch 269, Loss G: -3.7060,Loss D:  0.3738
Epoch 270, Loss G: -3.6217,Loss D:  0.0949
Epoch 271, Loss G: -3.7737,Loss D:  0.3817
Epoch 272, Loss G: -3.4766,Loss D:  0.0887
Epoch 273, Loss G: -3.6237,Loss D: -0.0425
Epoch 274, Loss G: -3.3884,Loss D: -0.2196
Epoch 275, Loss G: -2.9510,Loss D: -0.8457
Epoch 276, Loss G: -3.2162,Loss D: -0.4428
Epoch 277, Loss G: -3.2032,Loss D: -0.3077
Epoch 278, Loss G: -3.2554,Loss D: -0.7427
Epoch 279, Loss G: -3.1965,Loss D: -0.1707
Epoch 280, Loss G: -3.1970,Loss D: -0.3247
Epoch 281, Loss G: -2.7159,Loss D: -0.3511
Epoch 282, Loss G: -2.8008,Loss D: -0.0100
Epoch 283, Loss G: -2.8551,Loss D: -0.0825
Epoch 284, Loss G: -3.0327,Loss D: -0.2577
Epoch 285, Loss G: -3.0418,Loss D:  0.3138
Epoch 286, Loss G: -3.0212,Loss D:  0.1117
Epoch 287, Loss G: -3.3267,Loss D:  0.4065
Epoch 288, Loss G: -2.9556,Loss D:  0.5036
Epoch 289, Loss G: -2.9796,Loss D:  0.1171
Epoch 290, Loss G: -3.3241,Loss D:  0.0762
Epoch 291, Loss G: -3.3861,Loss D: -0.1640
Epoch 292, Loss G: -3.4233,Loss D:  0.6097
Epoch 293, Loss G: -3.5217,Loss D:  0.1293
Epoch 294, Loss G: -3.3024,Loss D:  0.0021
Epoch 295, Loss G: -3.4338,Loss D: -0.2683
Epoch 296, Loss G: -3.1420,Loss D: -0.1259
Epoch 297, Loss G: -3.3027,Loss D: -0.2647
Epoch 298, Loss G: -3.3090,Loss D: -0.0861
Epoch 299, Loss G: -3.0411,Loss D: -0.2413
Epoch 300, Loss G: -3.2710,Loss D:  0.1563
Epoch 301, Loss G: -3.1866,Loss D: -0.2338
Epoch 302, Loss G: -3.2945,Loss D: -0.2253
Epoch 303, Loss G: -3.0390,Loss D: -0.7935
Epoch 304, Loss G: -3.0132,Loss D: -0.2594
Epoch 305, Loss G: -2.9451,Loss D:  0.0427
Epoch 306, Loss G: -2.8293,Loss D: -0.3574
Epoch 307, Loss G: -2.6599,Loss D: -0.2172
Epoch 308, Loss G: -2.4066,Loss D: -0.1483
Epoch 309, Loss G: -2.3683,Loss D: -0.3168
Epoch 310, Loss G: -2.1367,Loss D: -0.7414
Epoch 311, Loss G: -2.0192,Loss D: -0.7710
Epoch 312, Loss G: -2.2326,Loss D: -0.1834
Epoch 313, Loss G: -1.9423,Loss D: -0.4519
Epoch 314, Loss G: -2.4466,Loss D: -0.2221
Epoch 315, Loss G: -2.5052,Loss D: -0.3672
Epoch 316, Loss G: -2.4008,Loss D: -0.6514
Epoch 317, Loss G: -2.7662,Loss D:  0.0255
Epoch 318, Loss G: -2.6585,Loss D:  0.3637
Epoch 319, Loss G: -2.8410,Loss D: -0.0201
Epoch 320, Loss G: -2.6796,Loss D:  0.3408
Epoch 321, Loss G: -2.9628,Loss D:  0.4278
Epoch 322, Loss G: -2.8831,Loss D: -0.2109
Epoch 323, Loss G: -2.8156,Loss D:  0.1665
Epoch 324, Loss G: -3.2256,Loss D:  0.0838
Epoch 325, Loss G: -3.2723,Loss D: -0.1860
Epoch 326, Loss G: -3.0628,Loss D:  0.3655
Epoch 327, Loss G: -3.3878,Loss D: -0.0573
Epoch 328, Loss G: -3.3860,Loss D:  0.3033
Epoch 329, Loss G: -3.3458,Loss D:  0.0550
Epoch 330, Loss G: -3.5708,Loss D: -0.1972
Epoch 331, Loss G: -3.8430,Loss D: -0.1528
Epoch 332, Loss G: -3.1524,Loss D:  0.1518
Epoch 333, Loss G: -3.1197,Loss D:  0.3481
Epoch 334, Loss G: -2.8353,Loss D: -0.2172
Epoch 335, Loss G: -2.9367,Loss D: -0.1316
Epoch 336, Loss G: -2.5454,Loss D: -0.3237
Epoch 337, Loss G: -2.6186,Loss D: -0.7170
Epoch 338, Loss G: -2.4470,Loss D: -0.4459
Epoch 339, Loss G: -2.4516,Loss D: -0.6562
Epoch 340, Loss G: -2.2241,Loss D: -0.3117
Epoch 341, Loss G: -2.8156,Loss D:  0.1933
Epoch 342, Loss G: -2.8598,Loss D: -0.0440
Epoch 343, Loss G: -2.9974,Loss D:  0.1837
Epoch 344, Loss G: -3.2956,Loss D:  0.1013
Epoch 345, Loss G: -3.3921,Loss D:  0.0368
Epoch 346, Loss G: -3.0657,Loss D:  0.4437
Epoch 347, Loss G: -3.0542,Loss D: -0.0266
Epoch 348, Loss G: -3.0242,Loss D: -0.0941
Epoch 349, Loss G: -2.7310,Loss D: -0.3981
Epoch 350, Loss G: -2.6437,Loss D: -0.2350
Epoch 351, Loss G: -2.6850,Loss D:  0.4435
Epoch 352, Loss G: -2.7318,Loss D: -0.3226
Epoch 353, Loss G: -2.5825,Loss D: -0.6063
Epoch 354, Loss G: -2.5956,Loss D: -0.2678
Epoch 355, Loss G: -3.0108,Loss D: -0.3112
Epoch 356, Loss G: -2.2337,Loss D: -0.2957
Epoch 357, Loss G: -2.7327,Loss D: -0.4438
Epoch 358, Loss G: -2.7771,Loss D: -0.0633
Epoch 359, Loss G: -2.9647,Loss D: -0.0106
Epoch 360, Loss G: -3.1197,Loss D:  0.0210
Epoch 361, Loss G: -2.9420,Loss D: -0.0838
Epoch 362, Loss G: -2.7347,Loss D: -0.5130
Epoch 363, Loss G: -2.8154,Loss D: -0.3151
Epoch 364, Loss G: -2.9051,Loss D: -0.2239
Epoch 365, Loss G: -3.5190,Loss D: -0.5299
Epoch 366, Loss G: -3.1142,Loss D: -0.1560
Epoch 367, Loss G: -3.3185,Loss D: -0.3603
Epoch 368, Loss G: -3.6023,Loss D: -0.2280
Epoch 369, Loss G: -3.6429,Loss D: -0.3993
Epoch 370, Loss G: -3.8664,Loss D: -0.3237
Epoch 371, Loss G: -4.0242,Loss D: -0.1302
Epoch 372, Loss G: -4.3920,Loss D: -0.0903
Epoch 373, Loss G: -4.5439,Loss D: -0.1415
Epoch 374, Loss G: -4.8959,Loss D:  0.7299
Epoch 375, Loss G: -4.8914,Loss D:  0.0985
Epoch 376, Loss G: -5.0556,Loss D:  0.5151
Epoch 377, Loss G: -4.7854,Loss D: -0.2577
Epoch 378, Loss G: -4.8447,Loss D:  0.3817
Epoch 379, Loss G: -4.4405,Loss D: -0.2714
Epoch 380, Loss G: -4.5635,Loss D: -0.2399
Epoch 381, Loss G: -4.5145,Loss D: -0.0472
Epoch 382, Loss G: -4.7003,Loss D: -0.3251
Epoch 383, Loss G: -3.9354,Loss D:  0.1195
Epoch 384, Loss G: -4.2882,Loss D: -0.3480
Epoch 385, Loss G: -4.4586,Loss D: -0.0518
Epoch 386, Loss G: -4.1449,Loss D: -0.0408
Epoch 387, Loss G: -3.9627,Loss D:  0.3924
Epoch 388, Loss G: -4.7161,Loss D:  0.4033
Epoch 389, Loss G: -3.8091,Loss D: -0.2369
Epoch 390, Loss G: -3.4981,Loss D:  0.4813
Epoch 391, Loss G: -3.2977,Loss D:  0.3308
Epoch 392, Loss G: -3.2652,Loss D: -0.0377
Epoch 393, Loss G: -3.5275,Loss D: -0.2930
Epoch 394, Loss G: -3.1347,Loss D:  0.0691
Epoch 395, Loss G: -3.2302,Loss D: -0.0673
Epoch 396, Loss G: -3.3772,Loss D:  0.0356
Epoch 397, Loss G: -3.1296,Loss D: -0.2666
Epoch 398, Loss G: -2.9464,Loss D: -0.4611
Epoch 399, Loss G: -3.0073,Loss D:  0.1066
Epoch 400, Loss G: -2.4865,Loss D:  0.0223
Epoch 401, Loss G: -2.4607,Loss D: -0.0113
Epoch 402, Loss G: -2.4476,Loss D: -0.1123
Epoch 403, Loss G: -2.3848,Loss D: -0.1244
Epoch 404, Loss G: -2.0860,Loss D: -0.4439
Epoch 405, Loss G: -1.9206,Loss D: -0.2232
Epoch 406, Loss G: -1.7899,Loss D: -0.4892
Epoch 407, Loss G: -1.7826,Loss D: -0.5269
Epoch 408, Loss G: -1.9727,Loss D: -0.1155
Epoch 409, Loss G: -1.9364,Loss D: -0.2140
Epoch 410, Loss G: -2.2733,Loss D: -0.3754
Epoch 411, Loss G: -1.8517,Loss D:  0.1967
Epoch 412, Loss G: -2.3334,Loss D: -0.2707
Epoch 413, Loss G: -2.4577,Loss D: -0.2825
Epoch 414, Loss G: -2.8584,Loss D:  0.1473
Epoch 415, Loss G: -2.8936,Loss D: -0.2282
Epoch 416, Loss G: -3.0149,Loss D:  0.1008
Epoch 417, Loss G: -2.8374,Loss D:  0.0048
Epoch 418, Loss G: -2.8285,Loss D: -0.2394
Epoch 419, Loss G: -3.3365,Loss D: -0.1711
Epoch 420, Loss G: -3.1962,Loss D:  0.1473
Epoch 421, Loss G: -3.2624,Loss D: -0.1281
Epoch 422, Loss G: -3.5249,Loss D: -0.6706
Epoch 423, Loss G: -3.4048,Loss D: -0.3075
Epoch 424, Loss G: -3.4856,Loss D: -0.8985
Epoch 425, Loss G: -3.7060,Loss D: -0.8461
Epoch 426, Loss G: -3.7487,Loss D: -0.1295
Epoch 427, Loss G: -3.3889,Loss D: -0.6226
Epoch 428, Loss G: -4.2518,Loss D: -0.5151
Epoch 429, Loss G: -4.0685,Loss D: -0.0323
Epoch 430, Loss G: -4.2290,Loss D:  0.1823
Epoch 431, Loss G: -4.2110,Loss D: -0.1623
Epoch 432, Loss G: -4.9596,Loss D:  0.0678
Epoch 433, Loss G: -4.2896,Loss D:  0.7365
Epoch 434, Loss G: -4.6577,Loss D:  0.2073
Epoch 435, Loss G: -4.4608,Loss D:  0.1382
Epoch 436, Loss G: -4.2271,Loss D: -0.5881
Epoch 437, Loss G: -3.8162,Loss D: -0.4649
Epoch 438, Loss G: -3.1096,Loss D: -0.3876
Epoch 439, Loss G: -2.7785,Loss D: -0.7317
Epoch 440, Loss G: -2.8953,Loss D: -0.3388
Epoch 441, Loss G: -2.8907,Loss D: -0.6802
Epoch 442, Loss G: -3.0884,Loss D: -0.8767
Epoch 443, Loss G: -2.8069,Loss D:  0.0284
Epoch 444, Loss G: -2.7372,Loss D: -0.2444
Epoch 445, Loss G: -3.1759,Loss D: -0.0725
Epoch 446, Loss G: -3.0679,Loss D:  0.0725
Epoch 447, Loss G: -3.0674,Loss D: -0.1413
Epoch 448, Loss G: -2.9839,Loss D: -0.0192
Epoch 449, Loss G: -3.1541,Loss D:  0.3793
Epoch 450, Loss G: -2.2213,Loss D: -0.0567
Epoch 451, Loss G: -2.2372,Loss D: -0.5443
Epoch 452, Loss G: -2.7043,Loss D: -0.0026
Epoch 453, Loss G: -2.1369,Loss D: -0.5235
Epoch 454, Loss G: -2.5886,Loss D: -0.2058
Epoch 455, Loss G: -2.8067,Loss D: -0.5662
Epoch 456, Loss G: -2.8654,Loss D: -0.0045
Epoch 457, Loss G: -2.8604,Loss D: -0.1223
Epoch 458, Loss G: -3.6640,Loss D:  0.0073
Epoch 459, Loss G: -3.5370,Loss D: -0.2341
Epoch 460, Loss G: -3.5573,Loss D:  0.3100
Epoch 461, Loss G: -3.7131,Loss D:  0.1100
Epoch 462, Loss G: -3.9169,Loss D:  0.6015
Epoch 463, Loss G: -3.9587,Loss D:  0.4868
Epoch 464, Loss G: -3.3551,Loss D: -0.1605
Epoch 465, Loss G: -3.4843,Loss D:  0.4452
Epoch 466, Loss G: -3.9653,Loss D: -0.3118
Epoch 467, Loss G: -4.0920,Loss D: -0.2606
Epoch 468, Loss G: -3.4270,Loss D: -0.1631
Epoch 469, Loss G: -3.3680,Loss D:  0.1584
Epoch 470, Loss G: -3.4491,Loss D: -0.4202
Epoch 471, Loss G: -3.5864,Loss D: -0.2974
Epoch 472, Loss G: -3.6324,Loss D: -0.3656
Epoch 473, Loss G: -3.6411,Loss D:  0.2329
Epoch 474, Loss G: -3.7375,Loss D: -0.2817
Epoch 475, Loss G: -3.2700,Loss D: -0.2269
Epoch 476, Loss G: -2.9432,Loss D: -0.3580
Epoch 477, Loss G: -2.9085,Loss D: -0.5412
Epoch 478, Loss G: -3.0564,Loss D: -0.0127
Epoch 479, Loss G: -2.8569,Loss D: -0.1740
Epoch 480, Loss G: -2.7306,Loss D: -0.8915
Epoch 481, Loss G: -2.9031,Loss D: -0.4259
