Epoch 232, Loss G:  0.7392,Loss D:  0.2629
Epoch 233, Loss G:  0.8463,Loss D:  0.4114
Epoch 234, Loss G:  0.4005,Loss D:  0.7201
Epoch 235, Loss G:  0.5409,Loss D:  0.0522
Epoch 236, Loss G:  0.7740,Loss D:  0.6615
Epoch 237, Loss G:  0.8528,Loss D:  0.3695
Epoch 238, Loss G:  0.9255,Loss D:  0.0576
Epoch 239, Loss G:  0.7699,Loss D:  0.0473
Epoch 240, Loss G:  0.6523,Loss D:  0.0834
Epoch 241, Loss G:  0.3154,Loss D:  0.1691
Epoch 242, Loss G:  0.5824,Loss D: -0.0680
Epoch 243, Loss G:  0.6805,Loss D:  0.6504
Epoch 244, Loss G:  0.2107,Loss D:  0.1838
Epoch 245, Loss G:  0.3150,Loss D: -0.1971
Epoch 246, Loss G:  0.2620,Loss D: -0.2448
Epoch 247, Loss G:  0.5967,Loss D:  0.1619
Epoch 248, Loss G:  0.4257,Loss D: -0.1594
Epoch 249, Loss G:  0.4108,Loss D: -0.1950
Epoch 250, Loss G:  0.0468,Loss D:  0.3049
Epoch 251, Loss G: -0.3169,Loss D:  0.3327
Epoch 252, Loss G: -0.1599,Loss D: -0.1531
Epoch 253, Loss G:  0.2789,Loss D:  0.7321
Epoch 254, Loss G: -0.2133,Loss D: -0.0849
Epoch 255, Loss G:  0.0280,Loss D: -0.7231
Epoch 256, Loss G: -0.1016,Loss D:  0.3322
Epoch 257, Loss G: -0.4792,Loss D: -0.3376
Epoch 258, Loss G: -0.4755,Loss D:  0.3820
Epoch 259, Loss G: -0.3840,Loss D: -0.1484
Epoch 260, Loss G: -0.7787,Loss D: -0.0751
Epoch 261, Loss G: -0.4278,Loss D: -0.4247
Epoch 262, Loss G: -0.5287,Loss D: -0.1942
Epoch 263, Loss G: -0.6385,Loss D:  0.1354
Epoch 264, Loss G: -0.1766,Loss D:  0.4127
Epoch 265, Loss G: -0.5991,Loss D: -0.4269
Epoch 266, Loss G: -0.2228,Loss D:  0.1878
Epoch 267, Loss G: -0.4438,Loss D: -0.0626
Epoch 268, Loss G:  0.0669,Loss D: -0.1605
Epoch 269, Loss G:  0.1398,Loss D: -0.0009
Epoch 270, Loss G: -0.1354,Loss D: -0.5168
Epoch 271, Loss G:  0.4190,Loss D: -0.6824
Epoch 272, Loss G: -0.3721,Loss D: -0.1947
Epoch 273, Loss G:  0.2027,Loss D:  0.0207
Epoch 274, Loss G: -0.2715,Loss D: -0.3293
Epoch 275, Loss G:  0.0466,Loss D: -0.3665
Epoch 276, Loss G: -0.1383,Loss D: -0.6019
Epoch 277, Loss G: -0.0100,Loss D: -0.6561
Epoch 278, Loss G: -0.3719,Loss D:  0.0195
Epoch 279, Loss G:  0.0572,Loss D:  0.1518
Epoch 280, Loss G: -0.4995,Loss D: -0.4251
Epoch 281, Loss G: -0.8637,Loss D:  0.1635
Epoch 282, Loss G: -0.6062,Loss D: -0.1553
Epoch 283, Loss G: -0.8228,Loss D: -0.1100
Epoch 284, Loss G: -0.9406,Loss D: -0.0435
Epoch 285, Loss G: -0.9090,Loss D:  0.6458
Epoch 286, Loss G: -1.4485,Loss D:  0.1754
Epoch 287, Loss G: -1.0137,Loss D:  0.2833
Epoch 288, Loss G: -1.1261,Loss D: -0.3721
Epoch 289, Loss G: -1.6090,Loss D:  0.1358
Epoch 290, Loss G: -1.5457,Loss D:  0.1037
Epoch 291, Loss G: -1.5071,Loss D:  0.1607
Epoch 292, Loss G: -1.6160,Loss D:  0.6359
Epoch 293, Loss G: -1.2190,Loss D: -0.2824
Epoch 294, Loss G: -1.7247,Loss D: -0.2109
Epoch 295, Loss G: -1.0880,Loss D: -0.7033
Epoch 296, Loss G: -1.4430,Loss D:  0.2356
Epoch 297, Loss G: -1.3944,Loss D: -0.2637
Epoch 298, Loss G: -1.6215,Loss D: -0.2001
Epoch 299, Loss G: -1.3701,Loss D: -0.3222
Epoch 300, Loss G: -1.6383,Loss D:  0.1413
 
