Epoch 1, Loss G:  1.6355,Loss D: -0.0173
Epoch 49, Loss G:  1.4034,Loss D: -1.6304
Epoch 50, Loss G:  1.0675,Loss D: -1.5632
Epoch 51, Loss G:  1.5579,Loss D: -1.7021
Epoch 52, Loss G:  1.1912,Loss D: -1.4262
Epoch 53, Loss G:  1.1814,Loss D: -1.0798
Epoch 54, Loss G:  1.3432,Loss D: -1.1964
Epoch 55, Loss G:  0.9966,Loss D: -1.3421
Epoch 56, Loss G:  1.1322,Loss D: -1.4349
Epoch 57, Loss G:  0.9464,Loss D: -1.5360
Epoch 58, Loss G:  0.8179,Loss D: -1.4146
Epoch 59, Loss G:  0.7744,Loss D: -0.8675
Epoch 60, Loss G:  1.0304,Loss D: -0.7044
Epoch 61, Loss G:  0.6786,Loss D: -1.0892
Epoch 62, Loss G:  0.5579,Loss D: -1.0155
Epoch 63, Loss G:  0.9119,Loss D: -0.9488
Epoch 64, Loss G:  0.8144,Loss D: -1.2378
Epoch 65, Loss G:  0.4780,Loss D: -0.8292
Epoch 66, Loss G:  0.4596,Loss D: -0.6777
Epoch 67, Loss G:  0.0748,Loss D: -0.4112
Epoch 68, Loss G:  0.1053,Loss D: -0.8676
Epoch 69, Loss G:  0.0838,Loss D: -0.6375
Epoch 70, Loss G: -0.0693,Loss D: -0.9266
Epoch 71, Loss G: -0.1161,Loss D: -0.4388
Epoch 72, Loss G: -0.2325,Loss D: -0.6988
Epoch 73, Loss G: -0.2036,Loss D: -0.6845
Epoch 74, Loss G: -0.1696,Loss D: -0.0596
Epoch 75, Loss G:  0.2512,Loss D: -0.6643
Epoch 76, Loss G: -0.0088,Loss D: -0.1023
Epoch 77, Loss G:  0.0093,Loss D: -0.6688
Epoch 78, Loss G:  0.0905,Loss D: -0.6066
Epoch 79, Loss G: -0.0387,Loss D: -0.5446
Epoch 80, Loss G: -0.2708,Loss D: -0.1741
Epoch 81, Loss G: -0.1845,Loss D: -0.3159
Epoch 82, Loss G: -0.6869,Loss D: -0.0294
Epoch 83, Loss G: -0.1298,Loss D: -0.3531
Epoch 84, Loss G: -0.2974,Loss D: -0.3181
Epoch 85, Loss G: -0.3743,Loss D: -0.4385
Epoch 86, Loss G: -0.0532,Loss D: -0.2101
Epoch 87, Loss G: -0.1294,Loss D: -0.4930
Epoch 88, Loss G: -0.1528,Loss D: -0.2085
Epoch 89, Loss G: -0.5489,Loss D: -0.1131
Epoch 90, Loss G: -0.3672,Loss D: -0.1350
Epoch 91, Loss G: -0.7575,Loss D:  0.1479
Epoch 92, Loss G: -0.7350,Loss D: -0.2428
Epoch 93, Loss G: -0.4992,Loss D:  0.0367
Epoch 94, Loss G: -0.5185,Loss D: -0.1293
Epoch 95, Loss G: -0.7085,Loss D: -0.2412
Epoch 96, Loss G: -0.6559,Loss D: -0.3619
Epoch 97, Loss G: -0.5205,Loss D: -0.2810
Epoch 98, Loss G: -0.3347,Loss D: -0.0439
Epoch 99, Loss G: -0.4572,Loss D: -0.0500
Epoch 100, Loss G: -0.8107,Loss D: -0.2204
Epoch 101, Loss G: -0.9300,Loss D:  0.1051
Epoch 102, Loss G: -0.8551,Loss D: -0.7407
Epoch 103, Loss G: -0.9333,Loss D: -0.0193
Epoch 104, Loss G: -1.1758,Loss D: -0.2441
Epoch 105, Loss G: -0.6739,Loss D: -0.4587
Epoch 106, Loss G: -1.1098,Loss D:  0.1806
Epoch 107, Loss G: -0.9074,Loss D: -0.0333
Epoch 108, Loss G: -1.2462,Loss D: -0.0151
Epoch 109, Loss G: -0.9486,Loss D: -0.2511
Epoch 110, Loss G: -1.0039,Loss D:  0.6741
Epoch 111, Loss G: -1.1783,Loss D:  0.2961
Epoch 112, Loss G: -0.8313,Loss D: -0.0737
Epoch 113, Loss G: -1.2969,Loss D:  0.1184
Epoch 114, Loss G: -1.1928,Loss D:  0.2809
Epoch 115, Loss G: -0.9583,Loss D: -0.1413
Epoch 116, Loss G: -0.7732,Loss D:  0.1083
Epoch 117, Loss G: -1.0589,Loss D: -0.6539
Epoch 118, Loss G: -1.5110,Loss D:  0.1846
Epoch 119, Loss G: -1.1686,Loss D: -0.1042
Epoch 120, Loss G: -1.2492,Loss D:  0.0138
Epoch 121, Loss G: -1.4381,Loss D:  0.1522
Epoch 122, Loss G: -1.5176,Loss D:  0.2734
Epoch 123, Loss G: -1.6217,Loss D:  0.1338
Epoch 124, Loss G: -1.5506,Loss D:  0.4092
Epoch 125, Loss G: -1.7120,Loss D: -0.0645
Epoch 126, Loss G: -1.4430,Loss D:  0.0389
Epoch 127, Loss G: -1.6221,Loss D:  0.0720
Epoch 128, Loss G: -1.4941,Loss D:  0.4799
Epoch 129, Loss G: -1.4512,Loss D:  0.2726
Epoch 130, Loss G: -1.7378,Loss D:  0.3008
Epoch 131, Loss G: -1.4502,Loss D:  0.2062
Epoch 132, Loss G: -1.6485,Loss D:  0.1363
Epoch 133, Loss G: -1.5490,Loss D:  0.2936
Epoch 134, Loss G: -1.6007,Loss D:  0.1546
Epoch 135, Loss G: -1.3411,Loss D:  0.2690
Epoch 136, Loss G: -1.4371,Loss D: -0.2707
Epoch 137, Loss G: -1.6364,Loss D: -0.1399
Epoch 138, Loss G: -1.8823,Loss D: -0.1072
Epoch 139, Loss G: -1.6106,Loss D:  0.4056
Epoch 140, Loss G: -1.7829,Loss D: -0.1285
Epoch 141, Loss G: -1.8251,Loss D: -0.2901
Epoch 142, Loss G: -1.9400,Loss D: -0.3511
Epoch 143, Loss G: -1.7105,Loss D:  0.1913
Epoch 144, Loss G: -1.8367,Loss D: -0.1081
Epoch 145, Loss G: -1.3903,Loss D:  0.0230
Epoch 146, Loss G: -1.7822,Loss D:  0.0070
Epoch 147, Loss G: -1.9104,Loss D: -0.0868
Epoch 148, Loss G: -1.9957,Loss D: -0.0312
Epoch 149, Loss G: -2.1008,Loss D: -0.0652
Epoch 150, Loss G: -1.9023,Loss D:  0.3536
Epoch 151, Loss G: -1.8800,Loss D:  0.1506
Epoch 152, Loss G: -1.9629,Loss D: -0.2104
Epoch 153, Loss G: -2.3857,Loss D: -0.0071
Epoch 154, Loss G: -1.9923,Loss D:  0.1021
Epoch 155, Loss G: -2.0689,Loss D: -0.0975
Epoch 156, Loss G: -1.9306,Loss D: -0.1243
Epoch 157, Loss G: -2.3396,Loss D:  0.1123
Epoch 158, Loss G: -2.3325,Loss D:  0.1901
Epoch 159, Loss G: -2.2934,Loss D: -0.1176
Epoch 160, Loss G: -2.4052,Loss D:  0.1926
Epoch 161, Loss G: -2.0544,Loss D:  0.0072
Epoch 162, Loss G: -2.3563,Loss D:  0.1551
Epoch 163, Loss G: -2.1262,Loss D:  0.2136
Epoch 164, Loss G: -2.2870,Loss D:  0.6496
Epoch 165, Loss G: -2.2401,Loss D:  0.0678
Epoch 166, Loss G: -2.4682,Loss D: -0.0982
Epoch 167, Loss G: -2.2073,Loss D:  0.0059
Epoch 168, Loss G: -2.4484,Loss D: -0.2187
Epoch 169, Loss G: -2.3541,Loss D: -0.0886
Epoch 170, Loss G: -2.3678,Loss D:  0.5447
Epoch 171, Loss G: -1.9178,Loss D: -0.1955
Epoch 172, Loss G: -1.8289,Loss D:  0.0287
Epoch 173, Loss G: -2.0016,Loss D: -0.1467
Epoch 174, Loss G: -2.2507,Loss D:  0.0171
Epoch 175, Loss G: -2.0991,Loss D: -0.3555
Epoch 176, Loss G: -1.8724,Loss D:  0.3279
Epoch 177, Loss G: -2.1196,Loss D: -0.2847
Epoch 178, Loss G: -2.2864,Loss D: -0.0423
Epoch 179, Loss G: -2.0163,Loss D:  0.3240
Epoch 180, Loss G: -1.5279,Loss D:  0.1925
Epoch 181, Loss G: -1.9685,Loss D: -0.1528
Epoch 182, Loss G: -2.0937,Loss D:  0.4231
Epoch 183, Loss G: -1.7764,Loss D: -0.1784
Epoch 184, Loss G: -1.8187,Loss D: -0.2498
Epoch 185, Loss G: -1.6758,Loss D: -0.3323
Epoch 186, Loss G: -1.4437,Loss D: -0.3340
Epoch 187, Loss G: -1.7429,Loss D: -0.4126
Epoch 188, Loss G: -2.0798,Loss D: -0.2093
Epoch 189, Loss G: -1.4545,Loss D: -0.2975
Epoch 190, Loss G: -1.5220,Loss D: -0.3051
Epoch 191, Loss G: -1.6322,Loss D:  0.3358
Epoch 192, Loss G: -1.5911,Loss D: -0.0145
Epoch 193, Loss G: -1.5774,Loss D:  0.2727
Epoch 194, Loss G: -1.4166,Loss D:  0.3419
Epoch 195, Loss G: -1.9233,Loss D:  0.0695
Epoch 196, Loss G: -2.0745,Loss D: -0.1424
Epoch 197, Loss G: -1.6640,Loss D:  0.2599
Epoch 198, Loss G: -1.4644,Loss D: -0.1172
Epoch 199, Loss G: -2.0044,Loss D: -0.0654
Epoch 200, Loss G: -1.8198,Loss D:  0.2097
Epoch 201, Loss G: -2.0408,Loss D: -0.0890
Epoch 202, Loss G: -1.6828,Loss D:  0.2599
Epoch 203, Loss G: -1.6615,Loss D:  0.2629
Epoch 204, Loss G: -1.6816,Loss D:  0.3681
Epoch 205, Loss G: -1.6959,Loss D: -0.1542
Epoch 206, Loss G: -1.9809,Loss D:  0.3954
Epoch 207, Loss G: -1.6204,Loss D: -0.0170
Epoch 208, Loss G: -1.6795,Loss D: -0.0068
Epoch 209, Loss G: -1.9111,Loss D:  0.0998
Epoch 210, Loss G: -1.9877,Loss D: -0.0815
Epoch 211, Loss G: -1.8631,Loss D:  0.4309
Epoch 212, Loss G: -2.1752,Loss D:  0.0989
Epoch 213, Loss G: -2.0076,Loss D: -0.2610
Epoch 214, Loss G: -2.0870,Loss D:  0.1005
Epoch 215, Loss G: -1.9038,Loss D:  0.0491
Epoch 216, Loss G: -1.7202,Loss D: -0.0382
Epoch 217, Loss G: -1.7753,Loss D: -0.1526
Epoch 218, Loss G: -1.6863,Loss D: -0.3551
Epoch 219, Loss G: -1.9750,Loss D:  0.1042
Epoch 220, Loss G: -1.9827,Loss D:  0.0363
Epoch 221, Loss G: -1.7393,Loss D: -0.2338
Epoch 222, Loss G: -1.6421,Loss D: -0.1973
Epoch 223, Loss G: -1.5142,Loss D: -0.4018
Epoch 224, Loss G: -1.3956,Loss D: -0.3276
Epoch 225, Loss G: -1.4501,Loss D:  0.1408
Epoch 226, Loss G: -1.6520,Loss D: -0.2136
Epoch 227, Loss G: -1.4990,Loss D: -0.1369
Epoch 228, Loss G: -1.4332,Loss D: -0.4371
Epoch 229, Loss G: -1.1431,Loss D: -0.2701
Epoch 230, Loss G: -1.3060,Loss D: -0.3555
Epoch 231, Loss G: -1.2944,Loss D:  0.2408
Epoch 232, Loss G: -1.6426,Loss D: -0.2846
Epoch 233, Loss G: -1.4913,Loss D: -0.1796
Epoch 234, Loss G: -1.3364,Loss D:  0.2013
Epoch 235, Loss G: -1.7093,Loss D:  0.4192
Epoch 236, Loss G: -1.5980,Loss D: -0.0815
Epoch 237, Loss G: -1.5170,Loss D:  0.0227
Epoch 238, Loss G: -1.6141,Loss D: -0.0990
Epoch 239, Loss G: -1.4703,Loss D:  0.1687
Epoch 240, Loss G: -1.4193,Loss D:  0.0313
Epoch 241, Loss G: -1.4866,Loss D:  0.1405
Epoch 242, Loss G: -1.7114,Loss D:  0.3193
Epoch 243, Loss G: -1.0808,Loss D: -0.3473
Epoch 244, Loss G: -1.7693,Loss D:  0.1118
Epoch 245, Loss G: -1.3107,Loss D:  0.0610
Epoch 246, Loss G: -1.3464,Loss D:  0.3895
Epoch 247, Loss G: -1.4900,Loss D:  0.2460
Epoch 248, Loss G: -1.3461,Loss D:  0.4549
Epoch 249, Loss G: -1.3141,Loss D:  0.0924
Epoch 250, Loss G: -1.6692,Loss D: -0.0449
Epoch 251, Loss G: -1.6563,Loss D:  0.2490
Epoch 252, Loss G: -1.6241,Loss D: -0.1637
Epoch 253, Loss G: -1.6152,Loss D:  0.4835
Epoch 254, Loss G: -1.5310,Loss D:  0.1299
Epoch 255, Loss G: -1.6237,Loss D: -0.3761
Epoch 256, Loss G: -1.7694,Loss D: -0.3638
Epoch 257, Loss G: -1.4559,Loss D:  0.4395
Epoch 258, Loss G: -2.0102,Loss D: -0.4598
Epoch 259, Loss G: -1.7091,Loss D: -0.4551
Epoch 260, Loss G: -1.6339,Loss D: -0.1106
Epoch 261, Loss G: -1.5088,Loss D: -0.4959
Epoch 262, Loss G: -1.7778,Loss D: -0.6755
Epoch 263, Loss G: -1.9388,Loss D:  0.2077
Epoch 264, Loss G: -1.7898,Loss D: -0.6690
Epoch 265, Loss G: -2.0352,Loss D:  0.1155
Epoch 266, Loss G: -1.8135,Loss D:  0.5505
Epoch 267, Loss G: -2.0786,Loss D:  0.3167
Epoch 268, Loss G: -2.2313,Loss D:  0.0938
Epoch 269, Loss G: -2.1060,Loss D:  0.2179
Epoch 270, Loss G: -1.7937,Loss D:  0.2287
Epoch 271, Loss G: -2.1249,Loss D: -0.1365
Epoch 272, Loss G: -2.1559,Loss D: -0.2142
Epoch 273, Loss G: -2.2690,Loss D:  0.2017
Epoch 274, Loss G: -2.6875,Loss D:  0.3881
Epoch 275, Loss G: -2.2534,Loss D: -0.0355
Epoch 276, Loss G: -2.4578,Loss D:  0.7496
Epoch 277, Loss G: -2.9556,Loss D:  0.0900
Epoch 278, Loss G: -2.7476,Loss D:  0.5946
Epoch 279, Loss G: -2.3045,Loss D: -0.0998
Epoch 280, Loss G: -2.4782,Loss D:  0.0330
Epoch 281, Loss G: -2.4595,Loss D:  0.1426
Epoch 282, Loss G: -2.6900,Loss D:  0.2086
Epoch 283, Loss G: -2.9720,Loss D:  0.0060
Epoch 284, Loss G: -3.2918,Loss D: -0.1651
Epoch 285, Loss G: -2.3862,Loss D: -0.0629
Epoch 286, Loss G: -2.8988,Loss D: -0.0810
Epoch 287, Loss G: -2.7598,Loss D:  0.0453
Epoch 288, Loss G: -2.3903,Loss D:  0.0050
Epoch 289, Loss G: -2.6151,Loss D: -0.1795
Epoch 290, Loss G: -2.0591,Loss D: -0.4706
Epoch 291, Loss G: -2.5583,Loss D: -0.1216
Epoch 292, Loss G: -2.6974,Loss D:  0.2732
Epoch 293, Loss G: -2.7136,Loss D: -0.4118
Epoch 294, Loss G: -2.7914,Loss D:  0.1555
Epoch 295, Loss G: -2.4574,Loss D:  0.4820
Epoch 296, Loss G: -2.3348,Loss D:  0.6134
Epoch 297, Loss G: -3.1420,Loss D: -0.0757
Epoch 298, Loss G: -2.4969,Loss D: -0.0467
Epoch 299, Loss G: -2.6837,Loss D:  0.1699
Epoch 300, Loss G: -3.2690,Loss D: -0.0781
